date,cal_12,cal_23,fly_123,cal_12_norm,cal_23_norm,fly_123_norm,roll_yield_12,xau_swap_1m,xau_swap_3m,xau_swap_6m,xau_swap_1y,cal_12_z20,cal_23_z20,fly_123_z20,cal_12_norm_z20,cal_23_norm_z20,fly_123_norm_z20,cal_12_z60,cal_23_z60,fly_123_z60,cal_12_norm_z60,cal_23_norm_z60,fly_123_norm_z60,cal_12_z120,cal_23_z120,fly_123_z120,cal_12_norm_z120,cal_23_norm_z120,fly_123_norm_z120,gc1_ret,gc2_ret,gc3_ret,cal_12_chg,cal_23_chg,fly_123_chg,cal_12_vol20,cal_23_vol20,fly_123_vol20,cal_12_vol60,cal_23_vol60,fly_123_vol60
2024-03-21,-21.800000000000182,-19.59999999999991,-2.200000000000273,-99.93902802418792,-89.85343804009439,-10.085589984093525,3.369999999999891,5.4321,5.4082,5.312,5.068,-1.3246972399208126,-1.2032177681035856,-1.3677198502776429,-1.1715115763065203,-0.1467850356077944,-1.3848705661748828,-2.341829699460386,-0.9675673705011263,-1.1692235837224212,-1.56494458488846,0.5670925780316772,-1.0616843178145994,-3.0577273323513166,-0.8249269955121784,-1.7560739010608,-0.4494610532390559,1.2119345867868516,-1.6095405838606154,23.699999999999818,24.09999999999991,24.199999999999818,-0.40000000000009095,-0.09999999999990905,-0.3000000000001819,2.913489497600455,2.085741064819972,2.5440953308858445,2.823124846389415,5.381323635295449,6.589452280419794
2024-03-22,-21.59999999999991,-19.59999999999991,-2.0,-99.74878084823365,-90.51278262154531,-9.23599822668834,-5.440000000000055,5.4336,5.405,5.3114,5.055,-0.9481224447356466,-1.0988588334441771,-0.5836233772720586,-0.9572276455857832,-0.6154675132594333,-0.5649618489465267,-1.9654036581678458,-0.9630442444519912,-0.9175707015053194,-1.3980610571804886,0.36345696814559203,-0.8376270554188983,-2.629383373113049,-0.8107789561135473,-1.4726049384246933,-0.40492846408150407,1.0285378630907291,-1.3601593204885873,-24.699999999999818,-24.90000000000009,-24.90000000000009,0.20000000000027285,0.0,0.20000000000027285,3.102002748649693,2.0857410648197985,2.6700088704769507,2.8616932287703247,5.377287451771195,6.604505395971884
2024-03-25,-21.799999999999727,-19.5,-2.299999999999727,-100.3761804561118,-89.78603297679837,-10.590147479313423,4.570000000000164,5.4337,5.3996,5.3023,5.0452,-1.137559168858343,-0.7912722316520595,-1.5258416739434926,-1.230107691008335,-0.14448773152861724,-1.6062737462851695,-2.103605661560494,-0.8185876077843026,-1.2057959819871287,-1.6951453750938217,0.5484195620159855,-1.111859020648986,-2.8378427656290066,-0.6206949900630875,-1.810251720782134,-0.6437588314915975,1.1958450688615505,-1.6820644114450019,16.40000000000009,16.59999999999991,16.5,-0.1999999999998181,0.09999999999990905,-0.29999999999972715,3.1105423456704044,2.1545545393790952,2.7961816069327323,2.883006904874798,5.381323635295449,6.628229305690241
2024-03-26,-22.0,-19.700000000000273,-2.299999999999727,-100.9730126675234,-90.41674316137447,-10.556269506148922,-1.6000000000003638,5.424,5.3936,5.3142,5.0697,-1.318509048800811,-1.1422378657682142,-1.413425858489958,-1.4331176791554547,-0.6892229101242421,-1.448205769182152,-2.215736177531664,-1.1023059409967881,-1.1650390043279415,-1.9430971831963895,0.34921484133358244,-1.067755202418571,-3.012252974603229,-0.9618487662896447,-1.7706439794871436,-0.8777869353385511,1.0170501827048966,-1.6405512397447617,0.7999999999997272,1.0,1.2000000000002728,-0.20000000000027285,-0.20000000000027285,0.0,3.132848040059436,2.2137607915282067,2.7961816069327323,2.9006077679903064,5.39315008103831,6.628229305690241
2024-03-27,-22.09999999999991,-19.700000000000273,-2.399999999999636,-100.69300479772511,-89.75801785136744,-10.934986946357675,-4.190000000000055,5.4196,5.396,5.3015,5.0613,-1.3647779030143787,-1.0441971127045997,-1.6768258604999549,-1.1560610490590768,-0.2567232481490343,-1.6605885140117833,-2.1966630374790594,-1.088088011023675,-1.2297299382575217,-1.7108380187070775,0.5156284001677096,-1.115702842137282,-3.017053519629797,-0.9460881293708289,-1.8502597690295663,-0.7971100515116131,1.1682566079544834,-1.7027665315938278,13.400000000000091,13.5,13.5,-0.09999999999990905,0.0,-0.09999999999990905,3.1105423456704284,2.2137607915283564,2.7973671832449187,2.863185377943825,5.376757891492091,6.629464277765338
2024-03-28,-21.0,-20.0,-1.0,-94.17589366196235,-89.69132729710701,-4.48456636485535,-12.4699999999998,5.4204,5.4,5.3202,5.0815,0.5643515367177104,-1.634947387379624,3.1120661548592023,2.113320913429895,-0.23946846531376573,3.2534923555122734,-0.8983393677677092,-1.4904131651621244,0.29557340558019124,1.7773033982721937,0.5108446896087079,0.3624914232017844,-1.3725088057688986,-1.4542872492065517,-0.14497204606730957,1.6020281577055664,1.1675184481395027,-0.05573850866691999,26.800000000000182,25.700000000000273,26.0,1.099999999999909,-0.29999999999972715,1.3999999999996362,5.264348812631026,2.296106544382821,5.8632845115297965,3.6911208164122526,5.396119132757221,7.236889958482195
2024-03-29,-21.0,-20.0,-1.0,-94.17589366196235,-89.69132729710701,-4.48456636485535,-12.4699999999998,5.4203,5.4,5.3202,5.0823,0.6903979327566097,-1.516998008820849,2.482688880192663,1.8437596019155489,-0.22259684830521773,2.5348694602253907,-0.8725020829509927,-1.4641836147300558,0.31101990813666647,1.7054688898870491,0.4869693821255726,0.3771618469247763,-1.3475795252518974,-1.4276237365841213,-0.1409747543319723,1.5709999257898888,1.1480131725019125,-0.052821395023461566,0.0,0.0,0.0,0.0,0.0,0.0,5.105755266569423,2.3090667971464156,5.741565896804988,3.691120816412243,5.3961191327572235,7.236889958482189
2024-04-01,-20.40000000000009,-20.59999999999991,0.1999999999998181,-90.60867711331454,-91.49699747716976,0.8883203638552131,5.6599999999998545,5.4201,5.415,5.3301,5.1015,1.8630510318875253,-2.525947874069566,3.35119986580056,2.620529533103281,-1.5370565146407942,3.33214991312413,-0.17734589977919238,-2.1870929445519325,1.590047005878414,3.17662159483276,-0.06667755612914099,1.5788071294750694,-0.46507074384724434,-2.4034841207287263,1.3057971653369165,2.788974226706774,0.6669611461760179,1.305093762109191,39.69999999999982,39.09999999999991,39.69999999999982,0.599999999999909,-0.599999999999909,1.199999999999818,5.534551757630444,2.9798798986745836,7.043025665599703,3.9026066907960746,5.513053846268581,7.638863612352722
2024-04-02,-20.59999999999991,-20.799999999999727,0.1999999999998181,-90.32433451573401,-91.20126980229374,0.8769352865597307,1.1300000000001091,5.4234,5.415,5.3647,5.1226,1.4645374421792938,-2.4156921038653323,2.554932366021862,2.229642372171375,-1.1699206211174475,2.5412786544728525,-0.39447515150849244,-2.3163666813956816,1.549733346584676,2.9932110507178584,3.0912998808305525e-05,1.5362323568334504,-0.7447883576225525,-2.6424995183509647,1.2906909129558992,2.7865373101973954,0.730899159777562,1.2866942468298739,24.700000000000273,24.90000000000009,25.09999999999991,-0.1999999999998181,-0.1999999999998181,0.0,5.5709774253427895,2.9798798986743713,7.051965011703907,3.917989799347597,5.525178116615889,7.635368193978472
2024-04-03,-20.90000000000009,-20.699999999999818,-0.20000000000027285,-90.8695652173917,-89.99999999999922,-0.8695652173924907,15.0,5.4188,5.4139,5.3425,5.1262,0.9319389239704874,-1.945471808525368,1.7496031296013375,1.812275379089633,-0.14961505714518553,1.7587197589010786,-0.717667338190409,-2.0825995455540496,1.1103345438286305,2.5529191211459343,0.3403786613052925,1.1301441896391238,-1.1622913368811374,-2.40060915567509,0.8080745708862042,2.508610358368477,1.0318100250155184,0.8438208145559277,33.19999999999982,33.5,33.40000000000009,-0.3000000000001819,0.09999999999990905,-0.40000000000009095,5.671841806122639,2.9798798986739765,7.239889501917651,3.962703237582674,5.530779820578721,7.682213664019783
2024-04-04,-20.90000000000009,-20.799999999999727,-0.1000000000003638,-91.22892786367208,-90.79242581647588,-0.43650204719618935,17.559999999999945,5.4219,5.4114,5.3224,5.1262,0.9774549866606945,-1.9078382382406356,1.6308282360465716,1.544330910424696,-0.7852953356886344,1.6319676378022634,-0.6955917987454916,-2.093863393789622,1.200302905292894,2.2561989037381682,0.07484149554737941,1.2095429725543483,-1.1430425558668462,-2.480577945655137,0.9264217346578071,2.30880367771022,0.8076888961145514,0.9507113796926338,-6.5,-6.5,-6.400000000000091,0.0,-0.09999999999990905,0.09999999999990905,5.663065935469071,2.9586625712509393,7.208678979643683,3.9374731637497944,5.527174777129941,7.682213664019759
2024-04-05,-21.199999999999818,-21.200000000000273,4.547473508864641e-13,-90.9968880781192,-90.99688807812115,1.9519148015300534e-12,15.650000000000091,5.4241,5.3945,5.3108,5.0994,0.3966887485044609,-2.2406043904040773,1.5342495131592144,1.4604942275604844,-1.0398594077687815,1.5306465447197883,-1.0040755219139357,-2.402444664778363,1.2812601300720188,2.211370195786475,-0.0031352586949308036,1.281275679583789,-1.5466026360341898,-2.976340731562919,1.036196563456353,2.3167955115583454,0.7397911898616091,1.0496922882542783,36.90000000000009,37.19999999999982,37.600000000000364,-0.29999999999972715,-0.4000000000005457,0.10000000000081855,5.749068574445683,3.1286115972287516,7.208678979643692,3.9792853459386084,5.5736668999733014,7.681286968439378
2024-04-08,-21.300000000000182,-21.399999999999636,0.0999999999994543,-91.06338952471827,-91.49091717506674,0.4275276503484534,11.9699999999998,5.4216,5.4043,5.346,5.1348,0.16517090991717717,-2.1444367373672852,1.4498108228475566,1.2964479741911934,-1.638289866507178,1.4408740121551495,-1.080947349718334,-2.450148318551442,1.356051075354133,2.07317555112581,-0.1689700179605289,1.3456768995977342,-1.6545647323260708,-3.1219481863213088,1.1443148862777202,2.230075820250407,0.5951624455085176,1.1450775967714817,5.599999999999909,5.700000000000273,5.899999999999636,-0.1000000000003638,-0.19999999999936335,0.09999999999899956,5.339396772551538,3.0676066446517765,7.059953779480558,3.982057214683405,5.583620112374652,7.6834645257614405
2024-04-09,-21.5,-21.5,0.0,-91.38125961628371,-91.38125961628371,0.0,9.61999999999989,5.4263,5.4146,5.351,5.155,-0.2876023214640203,-1.9572034031469931,1.2144022309299178,1.1023779489826164,-1.3396391752851116,1.2130882489718076,-1.2597426179738769,-2.39150205483621,1.2377914811526356,1.86496727611098,-0.15651116448994132,1.2374062829512753,-1.890139394746291,-3.1076260408050067,1.0153272591905562,2.0720985654748807,0.6120953565545137,1.0278313264714767,11.400000000000091,11.599999999999909,11.700000000000273,-0.1999999999998181,-0.1000000000003638,-0.0999999999994543,5.339396772551538,3.04264427932715,7.010465860335291,3.989290748737286,5.583620112374674,7.676651812531142
2024-04-10,-21.699999999999818,-22.0,0.3000000000001819,-92.97184281331862,-94.25716782917175,1.2853250158531213,14.360000000000127,5.4309,5.4157,5.3759,5.1392,-0.7139205415735641,-2.178618508174506,1.3436047311062989,0.6650136328082424,-3.295947160634581,1.3259325459136009,-1.4272263145294126,-2.6756943820461765,1.5222531409083047,1.2636532882809641,-1.1134199811351333,1.492935114052461,-2.108710177683122,-3.5689044646876833,1.3506492276398743,1.5284975405158943,-0.1749298519668565,1.3271987784283492,-14.0,-13.800000000000182,-13.300000000000182,-0.1999999999998181,-0.5,0.3000000000001819,5.388848133926423,3.281719703223233,7.01046586033545,3.9749896066374575,5.662616033157801,7.676651812531068
2024-04-11,-21.90000000000009,-22.200000000000273,0.3000000000001819,-92.30691416721498,-93.57139244347897,1.2644782762639803,0.1799999999998363,5.4318,5.4379,5.4245,5.2939,-1.0901963761293667,-2.032683317831112,1.2081641725861423,0.7376676540080849,-2.1711438077895266,1.1894840230272585,-1.581912694492287,-2.649141877057465,1.5066799910159139,1.44412761354233,-0.9241193650777809,1.4750291976070358,-2.308177453323127,-3.5894969275418647,1.3298087083651702,1.7085708151135142,0.002112610274136449,1.3017341737054635,24.299999999999727,24.5,24.700000000000273,-0.20000000000027285,-0.20000000000027285,0.0,5.432969528235382,3.1863689943914726,6.97870444921231,3.988219941913883,5.670593189308964,7.674194044802182
2024-04-12,-22.200000000000273,-22.09999999999991,-0.1000000000003638,-94.69495002922011,-94.26839620025811,-0.4265538289619975,29.730000000000018,5.4259,5.4383,5.3998,5.2914,-1.5596716826216126,-1.6770863345704112,0.7565764565544731,0.12207154265583617,-2.2040515202740445,0.7658329311001199,-1.825563321580476,-2.394279929978345,1.1184294651241768,0.6278978795243774,-1.1850939402295857,1.1312704186757805,-2.607182467392206,-3.275469591353155,0.8524668077263587,0.9269034745013006,-0.19323334509498785,0.8767350404845363,1.400000000000091,1.7000000000002728,1.599999999999909,-0.3000000000001819,0.1000000000003638,-0.4000000000005457,5.525557842759659,3.2614494678868593,7.210518632342455,3.991342325498672,5.677681551179474,7.707515592599214
