label,n_days,total_pnl,ann_return,ann_vol,sharpe,max_dd,n_trades,hit_rate,avg_win,avg_loss,win_loss_ratio,avg_hold_days,max_win_streak,max_loss_streak,lookback,entry_z,exit_z,max_hold,spread,spread_label,metal
si_si_cal_12_norm_lb20_ez1.0_xz0.5_mh40,2129,181.42,21.47,66.77,0.322,-126.2,160,0.656,4.76,-6.819,0.7,10.4,10,4,20,1.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.0_mh5,2129,225.89,26.74,54.665,0.489,-98.67,154,0.448,7.184,-4.694,1.53,5.5,7,11,20,1.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.0_mh10,2129,254.01,30.07,60.277,0.499,-96.27,128,0.594,7.248,-6.295,1.15,9.8,9,8,20,1.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.0_mh20,2129,400.32,47.38,65.49,0.724,-92.79,117,0.675,8.132,-7.381,1.1,13.6,8,5,20,1.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.0_mh40,2129,406.07,48.06,65.53,0.733,-92.3,109,0.697,8.325,-8.044,1.03,15.8,8,5,20,1.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.5_mh5,2129,213.34,25.25,54.217,0.466,-101.22,155,0.484,6.713,-5.009,1.34,5.2,8,6,20,1.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.5_mh10,2129,231.72,27.43,56.504,0.485,-94.89,135,0.63,6.389,-6.297,1.01,8.5,10,7,20,1.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.5_mh20,2129,295.37,34.96,56.892,0.615,-87.96,131,0.687,6.305,-7.086,0.89,10.3,10,5,20,1.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.5_xz0.5_mh40,2129,300.56,35.58,56.908,0.625,-86.96,129,0.69,6.351,-7.254,0.88,10.8,10,5,20,1.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.0_mh5,2129,147.93,17.51,45.776,0.383,-106.54,101,0.485,8.567,-6.422,1.33,6.0,5,8,20,2.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.0_mh10,2129,201.81,23.89,53.95,0.443,-101.67,93,0.602,8.155,-7.542,1.08,9.9,10,5,20,2.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.0_mh20,2129,297.95,35.27,59.855,0.589,-83.93,88,0.67,8.873,-8.771,1.01,14.1,11,6,20,2.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.0_mh40,2129,292.96,34.68,60.057,0.577,-86.87,82,0.671,9.293,-9.182,1.01,16.5,10,5,20,2.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.5_mh5,2129,132.8,15.72,45.485,0.346,-106.36,101,0.495,8.104,-6.532,1.24,5.8,5,8,20,2.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.5_mh10,2129,167.28,19.8,49.995,0.396,-100.73,94,0.638,6.971,-8.182,0.85,9.0,9,4,20,2.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.5_mh20,2129,204.61,24.22,50.839,0.476,-78.13,92,0.674,7.018,-8.59,0.82,11.2,9,5,20,2.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.0_xz0.5_mh40,2129,199.5,23.61,50.945,0.464,-81.53,90,0.667,7.132,-8.52,0.84,11.8,9,5,20,2.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.0_mh5,2129,105.46,12.48,40.363,0.309,-104.46,59,0.559,10.916,-8.945,1.22,6.0,5,4,20,2.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.0_mh10,2129,180.63,21.38,48.188,0.444,-110.84,55,0.636,11.067,-10.237,1.08,9.9,11,4,20,2.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.0_mh20,2129,289.7,34.29,54.562,0.628,-69.55,55,0.709,12.444,-12.326,1.01,14.5,10,4,20,2.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.0_mh40,2129,284.56,33.68,54.787,0.615,-77.15,55,0.709,12.444,-12.647,0.98,17.3,10,4,20,2.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.5_mh5,2129,97.31,11.52,40.141,0.287,-104.46,59,0.559,10.669,-8.945,1.19,5.9,5,4,20,2.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.5_mh10,2129,166.32,19.69,43.811,0.449,-109.97,56,0.607,11.084,-9.504,1.17,9.6,8,4,20,2.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.5_mh20,2129,191.88,22.71,44.931,0.505,-78.51,56,0.679,10.46,-11.343,0.92,12.6,8,4,20,2.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez2.5_xz0.5_mh40,2129,188.14,22.27,45.053,0.494,-78.51,56,0.679,10.46,-11.551,0.91,13.3,8,4,20,2.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.0_mh5,2129,267.94,31.71,64.28,0.493,-103.33,202,0.223,7.884,-1.33,5.93,2.8,4,20,60,1.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.0_mh10,2129,408.56,48.36,67.608,0.715,-94.69,116,0.431,9.096,-2.874,3.17,7.5,8,9,60,1.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.0_mh20,2129,485.56,57.47,68.598,0.838,-95.09,77,0.584,14.55,-5.798,2.51,14.7,8,4,60,1.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.0_mh40,2129,585.78,69.34,69.77,0.994,-80.38,64,0.734,14.92,-10.532,1.42,23.0,9,2,60,1.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.5_mh5,2129,293.85,34.78,62.713,0.555,-91.67,202,0.248,7.486,-1.78,4.21,2.8,4,19,60,1.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.5_mh10,2129,371.3,43.95,62.905,0.699,-82.56,123,0.496,6.925,-3.301,2.1,7.0,8,9,60,1.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.5_mh20,2129,410.56,48.6,62.952,0.772,-86.58,91,0.692,9.376,-6.956,1.35,12.9,9,4,60,1.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.0_xz0.5_mh40,2129,434.75,51.46,63.07,0.816,-79.16,83,0.747,9.51,-9.96,0.95,18.1,18,4,60,1.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.0_mh5,2129,352.44,41.72,55.385,0.753,-90.05,110,0.291,10.846,-2.206,4.92,4.2,4,20,60,1.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.0_mh10,2129,483.38,57.22,59.425,0.963,-77.25,72,0.514,14.477,-4.096,3.53,9.5,5,8,60,1.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.0_mh20,2129,561.72,66.49,61.419,1.083,-80.3,54,0.648,18.864,-8.978,2.1,18.3,8,7,60,1.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.0_mh40,2129,638.96,75.63,63.146,1.198,-63.71,48,0.833,17.572,-14.492,1.21,26.2,17,2,60,1.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.5_mh5,2129,388.92,46.03,53.81,0.856,-54.46,110,0.3,11.146,-2.234,4.99,4.1,4,19,60,1.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.5_mh10,2129,454.94,53.85,55.757,0.966,-47.49,72,0.528,13.216,-4.233,3.12,9.3,5,7,60,1.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.5_mh20,2129,505.21,59.8,56.47,1.059,-46.5,58,0.724,14.329,-7.547,1.9,16.7,9,4,60,1.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez1.5_xz0.5_mh40,2129,510.0,60.37,56.566,1.067,-48.55,55,0.8,13.52,-10.568,1.28,23.3,21,2,60,1.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.0_mh5,2129,254.49,30.12,47.314,0.637,-76.75,56,0.375,17.399,-3.239,5.37,4.8,4,8,60,2.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.0_mh10,2129,308.79,36.55,52.727,0.693,-81.6,42,0.524,19.171,-5.116,3.75,10.8,6,5,60,2.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.0_mh20,2129,372.28,44.07,53.606,0.822,-82.86,36,0.639,20.098,-11.284,1.78,20.5,7,5,60,2.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.0_mh40,2129,393.65,46.59,55.07,0.846,-85.47,34,0.706,19.658,-11.592,1.7,32.6,10,4,60,2.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.5_mh5,2129,255.79,30.28,42.959,0.705,-49.07,56,0.393,15.855,-3.614,4.39,4.9,5,7,60,2.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.5_mh10,2129,297.63,35.23,48.652,0.724,-48.42,43,0.558,16.901,-5.407,3.13,10.8,4,4,60,2.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.5_mh20,2129,356.36,42.18,49.448,0.853,-46.41,39,0.718,16.057,-9.75,1.65,18.6,8,3,60,2.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.0_xz0.5_mh40,2129,384.44,45.5,50.327,0.904,-50.29,38,0.789,15.56,-12.827,1.21,26.4,12,3,60,2.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.0_mh5,2129,191.03,22.61,36.62,0.617,-53.03,31,0.516,18.106,-6.056,2.99,5.8,3,6,60,2.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.0_mh10,2129,158.03,18.7,40.952,0.457,-66.53,26,0.538,18.176,-7.475,2.43,11.0,6,4,60,2.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.0_mh20,2129,266.81,31.58,47.258,0.668,-74.96,26,0.615,23.182,-9.902,2.34,19.0,5,4,60,2.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.0_mh40,2129,288.55,34.15,49.068,0.696,-81.53,26,0.692,20.915,-12.442,1.68,32.2,9,3,60,2.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.5_mh5,2129,158.09,18.71,33.123,0.565,-53.03,31,0.516,15.829,-6.69,2.37,5.8,3,6,60,2.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.5_mh10,2129,144.54,17.11,36.062,0.474,-64.0,28,0.571,14.74,-7.511,1.96,10.7,3,4,60,2.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.5_mh20,2129,246.22,29.14,43.029,0.677,-52.42,28,0.679,18.363,-10.2,1.8,17.8,6,3,60,2.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb60_ez2.5_xz0.5_mh40,2129,277.27,32.82,43.839,0.749,-51.11,28,0.786,16.778,-14.09,1.19,27.2,14,3,60,2.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.0_mh5,2129,204.7,24.23,61.873,0.392,-104.16,230,0.104,13.487,-0.789,17.09,1.4,3,48,120,1.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.0_mh10,2129,379.15,44.88,64.143,0.7,-80.5,121,0.198,13.847,-1.215,11.39,4.4,3,20,120,1.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.0_mh20,2129,485.99,57.52,69.945,0.822,-83.37,63,0.317,22.226,-2.83,7.85,12.0,3,12,120,1.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.0_mh40,2129,488.06,57.77,70.242,0.822,-91.47,38,0.5,25.036,-7.017,3.57,26.6,4,8,120,1.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.5_mh5,2129,134.89,15.97,58.732,0.272,-99.03,230,0.104,10.295,-0.811,12.69,1.4,3,48,120,1.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.5_mh10,2129,275.11,32.56,58.974,0.552,-80.5,121,0.223,10.368,-1.275,8.13,4.5,4,20,120,1.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.5_mh20,2129,330.19,39.08,59.139,0.661,-74.68,67,0.418,14.288,-3.173,4.5,12.7,7,7,120,1.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.0_xz0.5_mh40,2129,351.86,41.65,59.128,0.704,-73.68,44,0.705,14.787,-9.341,1.58,28.0,14,3,120,1.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.0_mh5,2129,196.1,23.21,58.16,0.399,-90.07,126,0.127,17.026,-1.472,11.57,2.2,3,29,120,1.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.0_mh10,2129,274.72,32.52,59.453,0.547,-81.02,65,0.277,13.667,-2.305,5.93,7.6,4,12,120,1.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.0_mh20,2129,358.23,42.4,61.019,0.695,-77.6,40,0.425,20.919,-4.71,4.44,21.1,6,7,120,1.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.0_mh40,2129,384.76,45.54,61.238,0.744,-62.6,30,0.567,24.86,-11.585,2.15,40.9,5,3,120,1.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.5_mh5,2129,119.46,14.14,51.264,0.276,-86.52,126,0.135,12.977,-1.486,8.74,2.3,3,29,120,1.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.5_mh10,2129,198.07,23.45,52.733,0.445,-81.02,65,0.292,9.185,-2.355,3.9,7.7,4,12,120,1.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.5_mh20,2129,243.03,28.77,53.826,0.534,-77.6,41,0.439,18.007,-4.71,3.82,21.0,6,7,120,1.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez1.5_xz0.5_mh40,2129,330.69,39.14,53.734,0.728,-62.6,33,0.667,19.328,-11.353,1.7,38.1,13,3,120,1.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.0_mh5,2129,159.5,18.88,34.274,0.551,-42.8,73,0.274,11.136,-1.463,7.61,4.1,4,17,120,2.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.0_mh10,2129,213.3,25.25,43.44,0.581,-66.52,42,0.429,12.322,-3.498,3.52,10.5,4,12,120,2.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.0_mh20,2129,277.27,32.82,47.857,0.686,-67.58,31,0.613,19.511,-7.767,2.51,23.0,5,2,120,2.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.0_mh40,2129,411.65,48.73,56.333,0.865,-61.02,26,0.654,25.673,-12.012,2.14,39.6,5,2,120,2.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.5_mh5,2129,157.67,18.66,34.257,0.545,-42.8,73,0.274,11.136,-1.463,7.61,4.1,4,17,120,2.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.5_mh10,2129,224.12,26.53,43.136,0.615,-66.52,42,0.429,12.221,-3.498,3.49,10.4,4,12,120,2.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.5_mh20,2129,267.03,31.61,47.11,0.671,-67.58,31,0.645,17.87,-8.193,2.18,22.7,5,2,120,2.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.0_xz0.5_mh40,2129,326.35,38.63,48.53,0.796,-61.02,28,0.714,20.403,-11.754,1.74,37.8,10,2,120,2.0,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.0_mh5,2129,115.23,13.64,35.424,0.385,-70.06,33,0.333,17.508,-3.485,5.02,4.6,8,12,120,2.5,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.0_mh10,2129,148.7,17.6,38.338,0.459,-62.91,22,0.455,19.303,-4.46,4.33,12.6,8,6,120,2.5,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.0_mh20,2129,243.05,28.77,48.247,0.596,-69.37,19,0.579,21.911,-8.83,2.48,23.7,5,2,120,2.5,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.0_mh40,2129,279.51,33.08,50.229,0.659,-58.46,18,0.611,25.21,-12.862,1.96,43.6,5,2,120,2.5,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.5_mh5,2129,115.23,13.64,35.424,0.385,-70.06,33,0.333,17.508,-3.485,5.02,4.6,8,12,120,2.5,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.5_mh10,2129,146.87,17.38,38.322,0.454,-62.91,22,0.455,19.12,-4.46,4.29,12.5,8,6,120,2.5,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.5_mh20,2129,180.83,21.4,39.415,0.543,-59.09,21,0.619,18.751,-7.867,2.38,23.1,7,2,120,2.5,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb120_ez2.5_xz0.5_mh40,2129,212.78,25.19,41.782,0.603,-58.46,20,0.7,19.849,-13.731,1.45,40.4,9,2,120,2.5,0.5,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.0_mh5,2129,509.03,60.25,80.785,0.746,-140.8,235,0.43,7.048,-2.894,2.44,4.1,10,11,20,1.0,0.0,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.0_mh10,2129,549.34,65.02,82.077,0.792,-130.88,173,0.595,7.207,-6.131,1.18,7.6,10,6,20,1.0,0.0,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.0_mh20,2129,613.85,72.66,84.211,0.863,-128.69,150,0.707,7.067,-7.422,0.95,10.5,14,5,20,1.0,0.0,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.0_mh40,2129,638.32,75.55,84.237,0.897,-131.34,146,0.733,7.089,-7.869,0.9,11.2,14,5,20,1.0,0.0,40,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.5_mh5,2129,464.14,54.94,77.759,0.707,-147.0,249,0.51,6.064,-3.64,1.67,3.8,16,12,20,1.0,0.5,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.5_mh10,2129,557.96,66.04,77.709,0.85,-138.42,210,0.657,6.081,-5.49,1.11,6.0,16,7,20,1.0,0.5,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.5_mh20,2129,664.62,78.67,78.44,1.003,-131.08,201,0.716,5.977,-5.189,1.15,7.2,18,5,20,1.0,0.5,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.0_xz0.5_mh40,2129,667.06,78.96,78.451,1.006,-132.07,200,0.72,5.977,-5.166,1.16,7.3,18,4,20,1.0,0.5,40,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.0_mh5,2129,506.08,59.9,75.756,0.791,-137.4,162,0.537,8.115,-6.314,1.29,5.2,7,7,20,1.5,0.0,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.0_mh10,2129,454.27,53.77,77.366,0.695,-126.68,138,0.674,8.787,-7.493,1.17,8.4,9,4,20,1.5,0.0,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.0_mh20,2129,543.13,64.29,80.96,0.794,-123.04,124,0.766,8.515,-9.842,0.87,11.7,16,4,20,1.5,0.0,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.0_mh40,2129,565.36,66.92,81.01,0.826,-128.26,122,0.803,8.419,-12.066,0.7,12.6,16,2,20,1.5,0.0,40,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.5_mh5,2129,492.98,58.35,72.079,0.81,-130.3,172,0.599,7.191,-6.799,1.06,4.5,12,7,20,1.5,0.5,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.5_mh10,2129,488.98,57.88,72.699,0.796,-121.87,156,0.712,7.056,-6.718,1.05,6.7,12,4,20,1.5,0.5,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.5_mh20,2129,567.3,67.15,73.153,0.918,-117.02,150,0.78,6.763,-7.401,0.91,8.1,22,4,20,1.5,0.5,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez1.5_xz0.5_mh40,2129,568.58,67.3,73.171,0.92,-119.17,150,0.787,6.737,-7.792,0.86,8.2,22,3,20,1.5,0.5,40,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.0_mh5,2129,306.21,36.24,57.677,0.628,-78.85,109,0.56,8.694,-5.808,1.5,6.0,8,6,20,2.0,0.0,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.0_mh10,2129,304.34,36.02,65.493,0.55,-80.02,99,0.687,9.359,-9.479,0.99,9.7,8,5,20,2.0,0.0,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.0_mh20,2129,436.99,51.72,68.515,0.755,-72.63,95,0.768,9.616,-11.937,0.81,13.5,12,5,20,2.0,0.0,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.0_mh40,2129,449.78,53.24,68.57,0.776,-75.07,92,0.793,9.715,-13.803,0.7,15.0,12,4,20,2.0,0.0,40,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.5_mh5,2129,277.85,32.89,53.031,0.62,-94.41,116,0.603,7.982,-6.015,1.33,5.3,14,5,20,2.0,0.5,5,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.5_mh10,2129,383.7,45.42,58.991,0.77,-95.85,108,0.731,8.134,-8.95,0.91,8.1,9,3,20,2.0,0.5,10,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.5_mh20,2129,447.98,53.02,59.517,0.891,-83.75,108,0.815,7.54,-11.039,0.68,9.7,23,3,20,2.0,0.5,20,si_fly_123_norm,SI butterfly normalised (bps),silver
si_si_fly_123_norm_lb20_ez2.0_xz0.5_mh40,2129,441.55,52.26,59.51,0.878,-83.75,107,0.822,7.54,-11.958,0.63,9.9,23,3,20,2.0,0.5,40,si_fly_123_norm,SI butterfly normalised (bps),silver
