label,n_days,total_pnl,ann_return,ann_vol,sharpe,max_dd,n_trades,hit_rate,avg_win,avg_loss,win_loss_ratio,avg_hold_days,max_win_streak,max_loss_streak,lookback,entry_z,exit_z,max_hold,spread,spread_label,metal
si_si_cal_23_lb120_ez1.5_xz0.5_mh5,2129,-1.28,-0.15,0.138,-1.102,-1.54,109,0.11,0.014,-0.007,2.1,2.6,2,20,120,1.5,0.5,5,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez1.5_xz0.5_mh10,2129,-0.96,-0.11,0.144,-0.79,-1.28,61,0.148,0.015,-0.013,1.13,7.5,2,9,120,1.5,0.5,10,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez1.5_xz0.5_mh20,2129,-0.59,-0.07,0.157,-0.443,-0.99,37,0.27,0.026,-0.021,1.23,18.4,2,4,120,1.5,0.5,20,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez1.5_xz0.5_mh40,2129,-0.58,-0.07,0.157,-0.438,-0.95,25,0.36,0.023,-0.055,0.41,43.2,2,3,120,1.5,0.5,40,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.0_mh5,2129,-0.82,-0.1,0.132,-0.732,-1.13,54,0.148,0.018,-0.009,1.99,3.2,3,15,120,2.0,0.0,5,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.0_mh10,2129,-0.55,-0.06,0.132,-0.49,-0.88,28,0.286,0.015,-0.023,0.65,11.0,3,7,120,2.0,0.0,10,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.0_mh20,2129,-0.36,-0.04,0.143,-0.298,-0.7,21,0.381,0.021,-0.031,0.69,26.3,4,6,120,2.0,0.0,20,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.0_mh40,2129,-0.34,-0.04,0.15,-0.27,-0.73,17,0.353,0.047,-0.06,0.79,51.2,2,4,120,2.0,0.0,40,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.5_mh5,2129,-0.82,-0.1,0.132,-0.732,-1.13,54,0.148,0.018,-0.009,1.99,3.2,3,15,120,2.0,0.5,5,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.5_mh10,2129,-0.55,-0.06,0.132,-0.49,-0.88,28,0.286,0.015,-0.023,0.65,11.0,3,7,120,2.0,0.5,10,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.5_mh20,2129,-0.34,-0.04,0.142,-0.285,-0.7,21,0.381,0.023,-0.031,0.76,25.0,4,6,120,2.0,0.5,20,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.0_xz0.5_mh40,2129,-0.43,-0.05,0.148,-0.342,-0.78,17,0.412,0.025,-0.071,0.36,47.2,3,4,120,2.0,0.5,40,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.0_mh5,2129,-0.46,-0.05,0.122,-0.44,-0.72,30,0.167,0.017,-0.02,0.82,4.9,4,21,120,2.5,0.0,5,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.0_mh10,2129,-0.4,-0.05,0.135,-0.349,-0.71,20,0.25,0.017,-0.036,0.47,11.9,2,11,120,2.5,0.0,10,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.0_mh20,2129,-0.26,-0.03,0.141,-0.22,-0.64,17,0.471,0.017,-0.058,0.29,25.6,4,6,120,2.5,0.0,20,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.0_mh40,2129,-0.45,-0.05,0.144,-0.368,-0.78,13,0.308,0.017,-0.06,0.28,53.8,2,5,120,2.5,0.0,40,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.5_mh5,2129,-0.46,-0.05,0.122,-0.44,-0.72,30,0.167,0.017,-0.02,0.82,4.9,4,21,120,2.5,0.5,5,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.5_mh10,2129,-0.4,-0.05,0.135,-0.349,-0.71,20,0.25,0.017,-0.036,0.47,11.9,2,11,120,2.5,0.5,10,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.5_mh20,2129,-0.19,-0.02,0.139,-0.162,-0.63,17,0.471,0.015,-0.058,0.27,24.1,4,6,120,2.5,0.5,20,si_cal_23,SI2-SI3 calendar,silver
si_si_cal_23_lb120_ez2.5_xz0.5_mh40,2129,-0.38,-0.04,0.143,-0.314,-0.79,14,0.5,0.021,-0.078,0.26,47.6,3,4,120,2.5,0.5,40,si_cal_23,SI2-SI3 calendar,silver
si_si_fly_123_lb20_ez1.0_xz0.0_mh5,2129,-1.2,-0.14,0.194,-0.734,-1.48,227,0.211,0.022,-0.009,2.52,4.1,10,28,20,1.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.0_mh10,2129,-0.49,-0.06,0.197,-0.296,-0.79,170,0.271,0.021,-0.012,1.69,7.9,8,20,20,1.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.0_mh20,2129,-0.05,-0.01,0.204,-0.029,-0.54,143,0.329,0.023,-0.013,1.81,11.3,8,17,20,1.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.0_mh40,2129,0.04,0.01,0.204,0.026,-0.53,138,0.341,0.023,-0.013,1.8,12.2,8,17,20,1.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.5_mh5,2129,-1.42,-0.17,0.182,-0.924,-1.64,238,0.223,0.02,-0.01,1.97,3.9,12,24,20,1.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.5_mh10,2129,-0.58,-0.07,0.18,-0.379,-0.83,201,0.279,0.021,-0.012,1.86,6.6,12,16,20,1.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.5_mh20,2129,-0.26,-0.03,0.184,-0.166,-0.62,191,0.304,0.022,-0.011,2.05,8.0,12,14,20,1.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.0_xz0.5_mh40,2129,-0.23,-0.03,0.184,-0.15,-0.61,190,0.305,0.022,-0.011,2.06,8.1,12,13,20,1.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.0_mh5,2129,-0.35,-0.04,0.19,-0.215,-0.68,162,0.309,0.026,-0.015,1.78,5.2,4,20,20,1.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.0_mh10,2129,-0.12,-0.01,0.194,-0.07,-0.54,134,0.388,0.023,-0.016,1.38,8.7,9,17,20,1.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.0_mh20,2129,0.15,0.02,0.198,0.09,-0.47,121,0.446,0.028,-0.017,1.67,12.5,10,16,20,1.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.0_mh40,2129,0.23,0.03,0.198,0.136,-0.46,116,0.466,0.028,-0.017,1.6,13.4,10,16,20,1.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.5_mh5,2129,-0.61,-0.07,0.171,-0.425,-0.86,169,0.314,0.019,-0.015,1.26,4.7,10,20,20,1.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.5_mh10,2129,-0.28,-0.03,0.17,-0.198,-0.55,149,0.369,0.02,-0.014,1.46,7.5,10,17,20,1.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.5_mh20,2129,-0.07,-0.01,0.17,-0.049,-0.5,144,0.382,0.022,-0.013,1.75,9.1,10,17,20,1.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez1.5_xz0.5_mh40,2129,-0.06,-0.01,0.17,-0.039,-0.49,143,0.385,0.022,-0.013,1.74,9.2,10,17,20,1.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.0_mh5,2129,-0.07,-0.01,0.16,-0.048,-0.36,106,0.33,0.034,-0.016,2.12,6.1,6,12,20,2.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.0_mh10,2129,-0.24,-0.03,0.166,-0.174,-0.54,99,0.404,0.028,-0.022,1.3,10.2,7,12,20,2.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.0_mh20,2129,0.27,0.03,0.18,0.178,-0.3,93,0.516,0.029,-0.023,1.25,14.5,10,11,20,2.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.0_mh40,2129,0.34,0.04,0.18,0.221,-0.29,89,0.539,0.029,-0.024,1.2,16.0,10,10,20,2.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.5_mh5,2129,-0.23,-0.03,0.146,-0.183,-0.49,113,0.354,0.025,-0.016,1.6,5.6,12,13,20,2.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.5_mh10,2129,-0.2,-0.02,0.145,-0.164,-0.53,107,0.421,0.021,-0.018,1.18,8.8,9,10,20,2.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.5_mh20,2129,0.06,0.01,0.151,0.049,-0.46,106,0.443,0.023,-0.017,1.37,10.9,12,10,20,2.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.0_xz0.5_mh40,2129,0.07,0.01,0.151,0.052,-0.46,105,0.448,0.023,-0.017,1.35,11.1,12,10,20,2.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.0_mh5,2129,-0.02,-0.0,0.114,-0.017,-0.25,64,0.375,0.035,-0.02,1.8,6.2,6,7,20,2.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.0_mh10,2129,-0.08,-0.01,0.115,-0.079,-0.29,63,0.397,0.031,-0.021,1.46,10.6,4,6,20,2.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.0_mh20,2129,0.49,0.06,0.155,0.374,-0.25,60,0.533,0.036,-0.022,1.66,16.2,6,5,20,2.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.0_mh40,2129,0.52,0.06,0.155,0.396,-0.23,60,0.55,0.035,-0.022,1.57,17.7,9,5,20,2.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.5_mh5,2129,-0.21,-0.02,0.1,-0.249,-0.38,66,0.364,0.026,-0.019,1.41,5.9,6,8,20,2.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.5_mh10,2129,-0.16,-0.02,0.097,-0.196,-0.45,65,0.4,0.024,-0.02,1.19,9.8,6,8,20,2.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.5_mh20,2129,0.07,0.01,0.105,0.08,-0.37,64,0.422,0.027,-0.017,1.53,12.7,6,8,20,2.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb20_ez2.5_xz0.5_mh40,2129,0.06,0.01,0.105,0.062,-0.37,64,0.422,0.027,-0.018,1.49,13.2,6,8,20,2.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.0_mh5,2129,-1.16,-0.14,0.189,-0.726,-1.35,238,0.147,0.036,-0.004,8.57,2.4,8,31,60,1.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.0_mh10,2129,-0.39,-0.05,0.198,-0.233,-0.66,133,0.218,0.037,-0.008,4.36,5.8,6,15,60,1.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.0_mh20,2129,0.18,0.02,0.201,0.105,-0.5,87,0.322,0.045,-0.01,4.7,11.9,5,9,60,1.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.0_mh40,2129,0.51,0.06,0.202,0.299,-0.41,67,0.448,0.036,-0.018,2.02,21.5,6,6,60,1.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.5_mh5,2129,-1.27,-0.15,0.173,-0.867,-1.45,239,0.159,0.028,-0.004,7.3,2.3,8,31,60,1.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.5_mh10,2129,-0.48,-0.06,0.181,-0.311,-0.76,140,0.271,0.025,-0.008,3.25,5.4,8,16,60,1.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.5_mh20,2129,-0.01,-0.0,0.18,-0.005,-0.61,98,0.367,0.033,-0.007,4.52,10.3,10,12,60,1.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.0_xz0.5_mh40,2129,0.25,0.03,0.179,0.167,-0.55,82,0.463,0.027,-0.014,1.94,17.2,10,9,60,1.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.0_mh5,2129,-0.38,-0.04,0.161,-0.276,-0.61,120,0.175,0.043,-0.009,4.67,3.5,4,17,60,1.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.0_mh10,2129,0.29,0.03,0.164,0.21,-0.42,70,0.343,0.054,-0.016,3.45,10.2,4,9,60,1.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.0_mh20,2129,0.66,0.08,0.165,0.471,-0.33,58,0.448,0.048,-0.015,3.11,19.3,5,8,60,1.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.0_mh40,2129,0.57,0.07,0.175,0.386,-0.35,53,0.453,0.05,-0.026,1.93,31.5,5,8,60,1.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.5_mh5,2129,-0.64,-0.08,0.15,-0.507,-0.85,120,0.183,0.029,-0.01,3.0,3.5,4,17,60,1.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.5_mh10,2129,0.04,0.0,0.153,0.03,-0.42,72,0.375,0.038,-0.016,2.43,9.6,4,9,60,1.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.5_mh20,2129,0.38,0.04,0.153,0.294,-0.33,62,0.468,0.034,-0.016,2.16,17.3,5,8,60,1.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez1.5_xz0.5_mh40,2129,0.2,0.02,0.157,0.153,-0.36,57,0.491,0.033,-0.026,1.3,27.3,5,8,60,1.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.0_mh5,2129,0.35,0.04,0.147,0.278,-0.27,59,0.356,0.049,-0.014,3.43,5.1,3,6,60,2.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.0_mh10,2129,0.65,0.08,0.152,0.509,-0.21,48,0.5,0.048,-0.017,2.9,9.9,3,5,60,2.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.0_mh20,2129,0.74,0.09,0.154,0.569,-0.21,44,0.545,0.046,-0.015,3.06,17.6,5,5,60,2.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.0_mh40,2129,0.62,0.07,0.159,0.465,-0.25,43,0.535,0.046,-0.026,1.72,30.2,5,5,60,2.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.5_mh5,2129,0.06,0.01,0.135,0.054,-0.27,59,0.356,0.036,-0.015,2.44,5.0,3,6,60,2.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.5_mh10,2129,0.36,0.04,0.14,0.306,-0.21,48,0.5,0.036,-0.017,2.07,9.6,3,5,60,2.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.5_mh20,2129,0.41,0.05,0.142,0.344,-0.21,46,0.522,0.033,-0.014,2.29,16.5,4,5,60,2.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.0_xz0.5_mh40,2129,0.24,0.03,0.146,0.198,-0.27,45,0.533,0.031,-0.025,1.26,27.9,4,5,60,2.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.0_mh5,2129,0.16,0.02,0.138,0.138,-0.23,36,0.389,0.053,-0.019,2.74,5.4,2,4,60,2.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.0_mh10,2129,0.31,0.04,0.138,0.269,-0.18,32,0.5,0.048,-0.024,1.94,9.8,2,3,60,2.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.0_mh20,2129,0.54,0.06,0.146,0.437,-0.18,32,0.562,0.046,-0.016,2.87,16.8,3,3,60,2.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.0_mh40,2129,0.49,0.06,0.149,0.385,-0.19,32,0.562,0.048,-0.025,1.89,29.6,3,3,60,2.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.5_mh5,2129,-0.01,-0.0,0.127,-0.01,-0.23,36,0.389,0.041,-0.02,2.05,5.4,2,4,60,2.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.5_mh10,2129,0.13,0.02,0.128,0.119,-0.19,33,0.485,0.036,-0.024,1.5,9.5,3,4,60,2.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.5_mh20,2129,0.35,0.04,0.136,0.301,-0.18,33,0.515,0.037,-0.015,2.52,16.6,3,4,60,2.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb60_ez2.5_xz0.5_mh40,2129,0.26,0.03,0.139,0.222,-0.2,33,0.545,0.036,-0.024,1.53,28.3,3,4,60,2.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.0_mh5,2129,-0.93,-0.11,0.2,-0.553,-1.08,218,0.092,0.032,-0.003,9.44,1.8,4,58,120,1.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.0_mh10,2129,-0.15,-0.02,0.204,-0.084,-0.42,118,0.144,0.033,-0.008,4.31,4.7,2,24,120,1.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.0_mh20,2129,0.34,0.04,0.204,0.199,-0.29,64,0.234,0.058,-0.015,3.96,13.9,3,13,120,1.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.0_mh40,2129,0.59,0.07,0.204,0.344,-0.29,39,0.41,0.046,-0.036,1.28,33.5,5,8,120,1.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.5_mh5,2129,-0.89,-0.1,0.192,-0.546,-1.01,221,0.118,0.024,-0.003,7.77,1.8,4,58,120,1.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.5_mh10,2129,-0.07,-0.01,0.196,-0.042,-0.34,125,0.232,0.023,-0.007,3.53,4.8,3,18,120,1.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.5_mh20,2129,0.44,0.05,0.194,0.266,-0.29,73,0.397,0.031,-0.013,2.35,12.4,7,7,120,1.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.0_xz0.5_mh40,2129,0.65,0.08,0.194,0.395,-0.29,50,0.54,0.029,-0.031,0.93,26.8,6,4,120,1.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.0_mh5,2129,0.05,0.01,0.152,0.039,-0.34,99,0.182,0.04,-0.004,9.06,2.7,3,15,120,1.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.0_mh10,2129,0.5,0.06,0.153,0.383,-0.25,55,0.2,0.065,-0.006,10.74,6.0,2,12,120,1.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.0_mh20,2129,0.7,0.08,0.154,0.541,-0.18,30,0.333,0.086,-0.016,5.27,19.4,4,5,120,1.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.0_mh40,2129,0.87,0.1,0.156,0.662,-0.14,24,0.542,0.069,-0.036,1.93,41.2,5,3,120,1.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.5_mh5,2129,0.04,0.0,0.15,0.033,-0.32,99,0.182,0.039,-0.004,8.9,2.6,3,15,120,1.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.5_mh10,2129,0.53,0.06,0.151,0.414,-0.21,56,0.25,0.05,-0.006,8.94,5.8,2,11,120,1.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.5_mh20,2129,0.74,0.09,0.151,0.576,-0.13,32,0.406,0.065,-0.014,4.82,17.6,4,5,120,1.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez1.5_xz0.5_mh40,2129,0.92,0.11,0.151,0.724,-0.1,27,0.593,0.058,-0.034,1.71,34.3,6,2,120,1.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.0_mh5,2129,-0.03,-0.0,0.082,-0.041,-0.27,42,0.214,0.032,-0.005,6.35,3.4,2,11,120,2.0,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.0_mh10,2129,0.19,0.02,0.083,0.269,-0.18,22,0.273,0.045,-0.013,3.45,11.9,1,8,120,2.0,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.0_mh20,2129,0.37,0.04,0.082,0.537,-0.12,20,0.45,0.06,-0.013,4.71,23.6,3,6,120,2.0,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.0_mh40,2129,0.23,0.03,0.085,0.319,-0.16,18,0.444,0.053,-0.032,1.65,42.9,3,3,120,2.0,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.5_mh5,2129,-0.03,-0.0,0.079,-0.037,-0.25,42,0.214,0.032,-0.005,6.42,3.1,2,11,120,2.0,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.5_mh10,2129,0.19,0.02,0.08,0.282,-0.16,23,0.348,0.035,-0.012,3.0,10.3,3,8,120,2.0,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.5_mh20,2129,0.35,0.04,0.08,0.515,-0.12,21,0.476,0.051,-0.013,4.03,21.0,3,6,120,2.0,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.0_xz0.5_mh40,2129,0.21,0.03,0.082,0.306,-0.16,19,0.474,0.045,-0.032,1.41,38.9,3,3,120,2.0,0.5,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.0_mh5,2129,0.18,0.02,0.074,0.297,-0.13,24,0.333,0.034,-0.008,4.17,4.7,3,6,120,2.5,0.0,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.0_mh10,2129,0.22,0.03,0.075,0.345,-0.11,16,0.25,0.051,-0.016,3.09,12.8,1,6,120,2.5,0.0,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.0_mh20,2129,0.29,0.03,0.075,0.462,-0.1,16,0.375,0.07,-0.013,5.44,23.6,2,6,120,2.5,0.0,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.0_mh40,2129,0.15,0.02,0.08,0.218,-0.16,15,0.4,0.052,-0.032,1.61,45.5,2,3,120,2.5,0.0,40,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.5_mh5,2129,0.17,0.02,0.072,0.278,-0.13,24,0.333,0.032,-0.008,3.92,4.6,3,6,120,2.5,0.5,5,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.5_mh10,2129,0.26,0.03,0.072,0.419,-0.11,17,0.353,0.042,-0.015,2.78,11.9,3,6,120,2.5,0.5,10,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.5_mh20,2129,0.32,0.04,0.072,0.523,-0.1,17,0.412,0.064,-0.013,4.96,21.8,3,6,120,2.5,0.5,20,si_fly_123,SI butterfly,silver
si_si_fly_123_lb120_ez2.5_xz0.5_mh40,2129,0.18,0.02,0.077,0.282,-0.16,16,0.438,0.05,-0.032,1.54,42.0,3,3,120,2.5,0.5,40,si_fly_123,SI butterfly,silver
si_si_cal_12_norm_lb20_ez1.0_xz0.0_mh5,2129,4.47,0.53,67.803,0.008,-284.33,219,0.356,5.785,-2.989,1.94,4.3,7,12,20,1.0,0.0,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.0_mh10,2129,199.86,23.66,72.936,0.324,-136.29,160,0.519,6.069,-5.552,1.09,8.3,8,6,20,1.0,0.0,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.0_mh20,2129,254.03,30.07,73.727,0.408,-128.19,132,0.621,6.428,-7.183,0.89,12.7,8,4,20,1.0,0.0,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.0_mh40,2129,281.71,33.34,73.782,0.452,-120.98,124,0.661,6.428,-7.155,0.9,15.0,8,4,20,1.0,0.0,40,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.5_mh5,2129,49.9,5.91,65.355,0.09,-224.85,221,0.389,5.344,-3.431,1.56,4.2,4,13,20,1.0,0.5,5,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.5_mh10,2129,134.85,15.96,66.615,0.24,-141.26,173,0.607,4.698,-6.551,0.72,7.7,9,6,20,1.0,0.5,10,si_cal_12_norm,SI1-SI2 normalised (bps),silver
si_si_cal_12_norm_lb20_ez1.0_xz0.5_mh20,2129,172.53,20.42,66.775,0.306,-127.25,161,0.652,4.76,-6.675,0.71,9.9,10,4,20,1.0,0.5,20,si_cal_12_norm,SI1-SI2 normalised (bps),silver
