date,gs_ratio_fut,gs_ratio_spot,gs_log_ratio,gc_ret,si_ret,gc_pct,si_pct,notional_hedge_ratio,price_hedge_ratio,vol_hedge_ratio,beta_hedge_ratio,spread_pct,spread_log,gs_ratio_z20,gs_ratio_fut_z20,gs_log_ratio_z20,gs_ratio_z60,gs_ratio_fut_z60,gs_log_ratio_z60,gs_ratio_z120,gs_ratio_fut_z120,gs_log_ratio_z120,gc_si_corr20,gc_si_corr60,vix,us_10y
2018-01-02,76.49075903754503,76.64688772542175,4.337169936641121,,,,,1.5298151807509008,76.49075903754503,,,,,,,,,,,,,,,,9.77,2.463313341
2018-01-03,76.35952973880813,76.63457049486462,4.335452840363049,2.400000000000091,0.06099999999999994,0.0018235696375656918,0.0035452749041031684,1.5271905947761626,76.35952973880813,,,-0.0017217052665374766,-0.001717096278072816,,,,,,,,,,,,9.15,2.447058916
2018-01-04,76.53019862180787,76.79194358185565,4.337685416164181,3.099999999999909,0.0019999999999988916,0.0023511566173681775,0.00011582787977060249,1.5306039724361573,76.53019862180787,,,0.002235328737597575,0.0022325758011323416,,,,,,,,,,,,9.22,2.452539921
2018-01-05,76.4998553659242,76.62145370510154,4.337288850189189,0.7000000000000455,0.01600000000000179,0.0005296610169491789,0.000926515721813681,1.5299971073184842,76.4998553659242,,,-0.00039685470486450214,-0.00039656597499160284,,,,,,,,,,,,9.22,2.476284504
2018-01-08,77.01819878674756,77.0631492938018,4.344041741807763,-1.8999999999998636,-0.1410000000000018,-0.0014368902669590344,-0.008157361874457703,1.5403639757349512,77.01819878674756,,,0.006720471607498668,0.006752891618573287,,,,,,,,,,,,9.52,2.479975462
2018-01-09,77.2310405643739,77.35159817351598,4.346801456067692,-6.7000000000000455,-0.1339999999999968,-0.005074219933353552,-0.007816145590293755,1.5446208112874777,77.2310405643739,,,0.002741925656940203,0.002759714259929602,,,,,,,,,,,,10.08,2.553049088
2018-01-10,77.44643381273848,77.57134862898712,4.349586520776801,5.599999999999909,0.02499999999999858,0.00426276927761271,0.0014697236919458678,1.5489286762547696,77.44643381273848,,,0.0027930455856668424,0.0027850647091085534,,,,,,,,,,,,9.82,2.556788921
2018-01-11,77.95001768242366,77.84782928623989,4.356067822346911,3.2000000000000455,-0.06899999999999906,0.0024255286894565575,-0.004050484297035473,1.5590003536484733,77.95001768242366,,,0.00647601298649203,0.006481301570110176,,,,,,,,,,,,9.88,2.536714554
2018-01-12,77.87760340703578,77.73587098648846,4.355138407136767,12.400000000000091,0.17499999999999716,0.00937618147448016,0.010314747141341396,1.5575520681407153,77.87760340703578,,,-0.0009385656668612352,-0.0009294152101437803,,,,,,,,,,,,10.16,2.546159506
2018-01-15,77.87760340703578,77.21060213195045,4.355138407136767,0.0,0.0,0.0,0.0,1.5575520681407153,77.87760340703578,,,0.0,0.0,,,,,,,,,,,,10.16,2.546159506
2018-01-16,77.78812030950026,77.84621648345257,4.3539887242746,2.199999999999818,0.04800000000000182,0.0016480635253575127,0.002800303366198076,1.555762406190005,77.78812030950026,,,-0.0011522398408405632,-0.0011496828621675448,,,,,,,,,,,,11.66,2.537067175
2018-01-17,78.01468018175463,78.04482089288864,4.3568970164391825,2.1000000000001364,-0.022999999999999687,0.0015705631590756663,-0.0013380650415963924,1.5602936036350925,78.01468018175463,,,0.0029086282006720587,0.002908292164582882,,,,,,,,,,,,11.91,2.590425968
2018-01-18,78.2824112303881,78.25853629769416,4.3603229446900205,-12.0,-0.21199999999999974,-0.008960573476702538,-0.012349994174531087,1.565648224607762,78.2824112303881,,,0.003389420697828549,0.003425928250837984,,,,,,,,,,,,12.22,2.625583887
2018-01-19,78.2519370744306,78.24457303997885,4.359933584058664,5.899999999999864,0.08200000000000074,0.004445449065702212,0.004836616727615928,1.5650387414886122,78.2519370744306,,,-0.0003911676619137161,-0.0003893606313560838,,,,,,,,,,,,11.27,2.659228086
2018-01-22,78.39778680322561,78.38288870607592,4.361795697407207,-1.199999999999818,-0.0470000000000006,-0.0009001575275672247,-0.0027588635830007036,1.5679557360645124,78.39778680322561,,,0.0018587060554334789,0.0018621133485430263,,,,,,,,,,,,11.03,2.650048733
2018-01-23,79.03387926447112,78.65642318857579,4.369876611985522,4.7999999999999545,-0.07600000000000051,0.0036038741647270722,-0.004473482841838905,1.5806775852894224,79.03387926447112,,,0.008077357006565977,0.008080914578314946,,,,,,,,,,,,11.1,2.613098383
2018-01-24,77.55160386528675,77.38793088715329,4.350943571101615,19.59999999999991,0.5760000000000005,0.014662975985636262,0.03405664281913334,1.551032077305735,77.55160386528675,,,-0.01939366683349708,-0.01893304088390746,,,,,,,,,,,,11.47,2.646536112
2018-01-25,77.37155833096794,77.9408619244443,4.348619249640267,6.600000000000136,0.12599999999999767,0.0048661800486617945,0.007204528560809553,1.5474311666193588,77.37155833096794,,,-0.0023383485121477587,-0.002324321461347978,,,,,,,,,,,,11.58,2.616980076
2018-01-26,77.52422452841007,77.505342739619,4.350590462078181,-10.800000000000182,-0.1739999999999995,-0.007924279110719912,-0.009877944933295413,1.5504844905682014,77.52422452841007,,,0.001953665822575501,0.0019712124379136498,,,,,,,,,,,,11.08,2.659943104
2018-01-29,78.25655397909733,78.0782337692599,4.359992582834219,-11.799999999999955,-0.31400000000000006,-0.008727165150506533,-0.01800355484203886,1.5651310795819466,78.25655397909733,,,0.009276389691532327,0.009402120756038634,0.9138698057567342,0.9138698057567342,0.9136613135879894,,,,,,,,,13.84,2.693587303
2018-01-30,78.28584828233087,78.09059883907476,4.360366849526851,-4.899999999999864,-0.06899999999999906,-0.0036558979332984576,-0.004028726572079089,1.5657169656466177,78.28584828233087,43.215972384900454,,0.0003728286387806312,0.00037426669263140866,0.8695700236805232,0.8695700236805232,0.869149584479059,,,,,,,0.9057436943241587,,14.79,2.719869614
2018-01-31,77.66370860158924,77.54979677726212,4.352388077497459,3.599999999999909,0.18299999999999983,0.002695821476710991,0.010728104115371062,1.5532741720317849,77.66370860158924,41.85143264872814,,-0.008032282638660071,-0.007978772029392012,-0.1258448989445151,-0.1258448989445151,-0.12192860602375205,,,,,,,0.8965390571251233,,13.54,2.705020666
2018-02-01,78.57184494316526,78.24515605058592,4.364013428433811,8.900000000000091,-0.08599999999999852,0.006646751306945475,-0.004988109738414126,1.5714368988633052,78.57184494316526,43.13349096419845,,0.011634861045359601,0.011625350936352419,1.2442765278136692,1.2442765278136692,1.240864263614861,,,,,,,0.8486184317768458,,13.47,2.78963089
2018-02-02,80.03471183194685,80.36827195467423,4.382460438466745,-10.600000000000136,-0.4460000000000015,-0.007864084872765131,-0.025998251238706027,1.6006942366389372,80.03471183194685,40.91002753114984,,0.018134166365940896,0.018447010032933697,2.9497626748948016,2.9497626748948016,2.931386337307477,,,,,,,0.8601941328757308,,17.31,2.84111166
2018-02-05,80.16915601943495,80.04720363288719,4.38413885261308,-0.7999999999999545,-0.038000000000000256,-0.0005982202946234194,-0.0022742234723801547,1.603383120388699,80.16915601943495,41.01537389789756,,0.0016760031777567352,0.0016784141463350721,2.5083768407281504,2.5083768407281504,2.49795029884284,,,,,,,0.8597365929511906,,37.32,2.705592871
2018-02-06,80.1869722557298,79.5563646413487,4.384361060975926,-7.0,-0.09100000000000108,-0.005237560793116325,-0.0054585807690000765,1.603739445114596,80.1869722557298,41.790941264554256,,0.00022101997588375166,0.00022220836284603251,2.1179368959293634,2.1179368959293634,2.111767522464205,,,,,,,0.8537757885417452,,29.98,2.801643848
2018-02-07,80.95824608941987,80.52859507564884,4.393933541389221,-14.900000000000091,-0.34199999999999875,-0.011207220759684167,-0.020627261761157922,1.6191649217883974,80.95824608941987,42.982585172727866,,0.009420041001473756,0.009572480413295281,2.382427280408157,2.382427280408157,2.3688245739378484,,,,,,,0.8731371934554493,,27.73,2.835867167
