,gross_leverage
2021-02-02,1.6807307218668417
2021-02-03,1.5536583537585085
2021-02-04,1.5994658949380762
2021-02-05,1.612721589909625
2021-02-06,1.6188134377465118
2021-02-07,1.6876049303702307
2021-02-08,1.759754460088476
2021-02-09,1.6431845363430606
2021-02-10,1.7113531203906505
2021-02-11,1.7319797230628224
2021-02-12,1.8066615485434885
2021-02-13,1.8849112367831482
2021-02-14,1.964778305259691
2021-02-15,2.0486183388348236
2021-02-16,2.138472759004844
2021-02-17,2.140130997313823
2021-02-18,2.1165721168910068
2021-02-19,2.1850000403760084
2021-02-20,2.236833703574894
2021-02-21,2.330758837232688
2021-02-22,2.429505133008802
2021-02-23,2.4791039491742897
2021-02-24,2.5844728550495297
2021-02-25,2.5548127297506897
2021-02-26,1.9434046856827611
2021-02-27,1.5711760318998829
2021-02-28,1.6380164695734825
2021-03-01,1.7080777141244967
2021-03-02,1.7816148378188883
2021-03-03,1.7016195019166016
2021-03-04,1.5757758329354061
2021-03-05,1.4258952410514276
2021-03-06,1.469290770644522
2021-03-07,1.5294736201051056
2021-03-08,1.592504788012403
2021-03-09,1.652783052098823
2021-03-10,1.5997244788901048
2021-03-11,1.666081817835347
2021-03-12,1.7123942435361768
2021-03-13,1.7758360412014185
2021-03-14,1.851089522361607
2021-03-15,1.929962707479246
2021-03-16,1.9758950534309119
2021-03-17,2.0583151504831902
2021-03-18,2.141623336416283
2021-03-19,2.1653044222335325
2021-03-20,2.2487728382341374
2021-03-21,2.3472116488946457
2021-03-22,2.450518409544464
2021-03-23,2.5499643530336913
2021-03-24,2.5843547845255843
2021-03-25,2.5903081457422794
2021-03-26,2.607564990580145
2021-03-27,2.5577759271640703
2021-03-28,2.670189493844021
2021-03-29,2.7772537339407815
2021-03-30,2.7940601080817973
2021-03-31,2.338517620718285
2021-04-01,1.6339194438206057
2021-04-02,1.690149791220172
2021-04-03,1.7619055793360323
2021-04-04,1.837723155916838
2021-04-05,1.9172316649897765
2021-04-06,1.9980056477653139
2021-04-07,2.081029600089964
2021-04-08,2.170221954004856
