,ann_return,ann_vol,sharpe,max_dd,calmar,hit_rate,win_loss
Full,0.07678039309616376,0.17390142005613546,0.441516768933681,-0.23989299818628884,0.32006100084897005,0.5241217798594848,0.9230298395830472
IS,0.12499967868909233,0.22241132502454775,0.5620202958428309,-0.23989299818628884,0.5210643063121995,0.5003831417624521,1.027522765141263
OOS,0.000965733218125468,0.0003805148326339246,2.537964713334984,-0.0010448697712086563,0.9242618025099464,0.5614457831325301,1.4390371403378817
