spread,alpha,beta,r2,resid_std,impact_per_100bps
cal_12_norm,-21.329935228046494,-14.308324311349661,0.8492445878217014,11.736125986912448,-14.308324311349661
si_cal_12_norm,-30.953854363172233,-16.146246547605408,0.6721279242002132,21.954004596359276,-16.146246547605408
fly_123_norm,-2.1635680633941496,0.295072503671416,0.004057860309558015,8.999392115090899,0.295072503671416
si_fly_123_norm,-1.3231765306393566,-0.7232837600861105,0.0037848676114328184,22.84419506764356,-0.7232837600861105
