feature_type,metal,bucket,feature_col,signal_col,entry_z,exit_z,max_hold,cost_bp,is_sharpe,is_maxdd,is_hitrate,is_num_trades,is_carry_frac,oos_sharpe,oos_maxdd,oos_hitrate,oos_num_trades,dd_ratio,validated
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,20,0.12,-0.10352842021931737,-15.327213446240673,0.5,16,-0.011396264497129077,0.42815115822665556,-0.36502856765580644,0.6666666666666666,3,0.023815716335922592,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,63,0.08,-0.05767081060602809,-15.007213446240677,0.7142857142857143,14,-0.05782905591790855,0.5168621886134623,-0.580908499330743,1.0,3,0.038708618452832175,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,63,0.12,-0.08841724666124555,-15.327213446240673,0.5714285714285714,14,-0.03768329427814029,0.3886199328039131,-0.5810261875429112,1.0,3,0.037908142245218115,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,126,0.08,-0.05767081060602809,-15.007213446240677,0.7142857142857143,14,-0.05782905591790855,0.5168621886134623,-0.580908499330743,1.0,3,0.038708618452832175,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,126,0.12,-0.08841724666124555,-15.327213446240673,0.5714285714285714,14,-0.03768329427814029,0.3886199328039131,-0.5810261875429112,1.0,3,0.037908142245218115,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,252,0.08,-0.05767081060602809,-15.007213446240677,0.7142857142857143,14,-0.05782905591790855,0.5168621886134623,-0.580908499330743,1.0,3,0.038708618452832175,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,1.5,0.75,252,0.12,-0.08841724666124555,-15.327213446240673,0.5714285714285714,14,-0.03768329427814029,0.3886199328039131,-0.5810261875429112,1.0,3,0.037908142245218115,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,20,0.08,-0.16590887888225955,-14.995124878110063,0.6,10,0.04897254901139961,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,20,0.12,-0.18793017890228012,-15.235124878110062,0.4,10,0.04317366486400663,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,63,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,63,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,126,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,126,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,252,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.3,252,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,20,0.08,-0.16590887888225955,-14.995124878110063,0.6,10,0.04897254901139961,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,20,0.12,-0.18793017890228012,-15.235124878110062,0.4,10,0.04317366486400663,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,63,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,63,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,126,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,126,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,252,0.08,-0.11119997738816446,-14.995124878110063,0.7,10,0.07906757799488037,0.8430804733275237,-0.18578429884445213,1.0,1,0.012389646658805804,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.5,252,0.12,-0.1331773599548127,-15.235124878110062,0.6,10,0.06595174424652221,0.7971796885570882,-0.18578429884445224,1.0,1,0.012194471678495297,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,20,0.08,-0.16590887888225955,-14.995124878110063,0.6,10,0.04897254901139961,0.7447016603030441,-0.1125346993695124,1.0,1,0.007504752396813377,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,20,0.12,-0.18793017890228012,-15.235124878110062,0.4,10,0.04317366486400663,0.6416881543867632,-0.15253469936951236,1.0,1,0.010012041292072067,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,63,0.08,-0.11490901991564134,-14.995124878110063,0.7,10,0.07679049158128162,0.7447016603030441,-0.1125346993695124,1.0,1,0.007504752396813377,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,63,0.12,-0.13687993585647135,-15.235124878110062,0.5,10,0.06439709739650577,0.6416881543867632,-0.15253469936951236,1.0,1,0.010012041292072067,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,126,0.08,-0.11490901991564134,-14.995124878110063,0.7,10,0.07679049158128162,0.7447016603030441,-0.1125346993695124,1.0,1,0.007504752396813377,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,126,0.12,-0.13687993585647135,-15.235124878110062,0.5,10,0.06439709739650577,0.6416881543867632,-0.15253469936951236,1.0,1,0.010012041292072067,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,252,0.08,-0.11490901991564134,-14.995124878110063,0.7,10,0.07679049158128162,0.7447016603030441,-0.1125346993695124,1.0,1,0.007504752396813377,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.0,0.75,252,0.12,-0.13687993585647135,-15.235124878110062,0.5,10,0.06439709739650577,0.6416881543867632,-0.15253469936951236,1.0,1,0.010012041292072067,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,20,0.08,-0.009588019933803812,-11.169200094753812,0.75,8,0.44026435873546543,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,20,0.12,-0.028723611697136667,-11.289200094753811,0.625,8,0.14680296767038914,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,63,0.08,-0.009588019933803812,-11.169200094753812,0.75,8,0.44026435873546543,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,63,0.12,-0.028723611697136667,-11.289200094753811,0.625,8,0.14680296767038914,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,126,0.08,-0.009588019933803812,-11.169200094753812,0.75,8,0.44026435873546543,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,126,0.12,-0.028723611697136667,-11.289200094753811,0.625,8,0.14680296767038914,,0.0,,0,0.0,False
xm_cal,gc_si,ratio,gc_si_cal_ratio,z_gc_si_cal_ratio,2.5,0.3,252,0.08,-0.009588019933803812,-11.169200094753812,0.75,8,0.44026435873546543,,0.0,,0,0.0,False
