key,feature,block,oos_total_bp,oos_sharpe,oos_trades
gc_cal|gc_cal|2m|ez1.5|xz0.3|mh20|cb0.08,gc_comex_carry_2m,A_cal,20.78450184760488,1.843334231980945,15
