date,z_gc_comex_carry_2m,z_gc_comex_carry_4m,z_si_comex_carry_2m,z_gc_cal_curvature,z_gc_si_cal_ratio,z_gc_comex_lbma_basis,z_si_comex_lbma_basis,z_gc_si_comex_basis_spread,z_gc_comex_curve_slope,z_comex_lbma_slope_basis,rate_regime
2021-06-23,-0.9077603738223067,-0.8814118810747277,-0.8841501036573485,0.5610196805382273,-0.36305818058158434,-0.6163322179080098,-0.3942934456850102,0.12423321599078771,0.5610196805382273,0.5246551754387033,zirp
2021-06-24,-0.8800785954475163,-0.876049385929216,-0.9046773591811402,0.5022729157745414,-0.257475438945548,-0.5534599543613161,-0.427475913238431,0.24766185351113634,0.5022729157745414,0.4709552604612615,zirp
2021-06-25,-0.8776208802749345,-0.8734459856380206,-0.9026828373483275,0.5016134282419239,-0.2564525636566657,-0.5830243362882923,-0.42236587419086025,0.20640163243795825,0.5016134282419239,0.588196727804202,zirp
2021-06-26,-0.8748838628944557,-0.8704669767913594,-0.9000237556942452,0.5009831632883236,-0.2562941399196507,-0.5773430085889756,-0.41590389885275975,0.19790461931499592,0.5009831632883236,0.587091320091858,zirp
2021-06-27,-0.8721551397802247,-0.8674971938237469,-0.8973728729044625,0.50035330609623,-0.25613573264148043,-0.5716834654510297,-0.4094049495143735,0.1892303754787024,0.50035330609623,0.5859871870331701,zirp
2021-06-28,-0.8701532309151107,-0.8799232511767912,-0.993105931556523,0.47126906270673424,0.027092756969381446,-0.6243493933924102,-0.6068582506442133,0.5047717388117972,0.47126906270673424,0.5365585816304297,zirp
2021-06-29,-0.9094674717097435,-0.8855861230136928,-1.0092860164785098,0.559909800914557,-0.029937621589259427,-0.74757431320759,-0.6532818108686611,0.4643239187900009,0.559909800914557,0.6154569199357149,zirp
2021-06-30,-0.8853829304608779,-0.8709103404097763,-1.0100236534118867,0.5282760934120615,0.0514941167808022,-0.681967272074918,-0.6570832921842316,0.535965963678637,0.5282760934120615,0.5231508165529215,zirp
2021-07-01,-0.9300124354304605,-0.898519376196731,-0.8616994356554893,0.5873724401045802,-0.4627793634295734,-0.7986346643256398,-0.3395449191994373,-0.182504615788011,0.5873724401045802,0.5518393175359636,zirp
2021-07-02,-0.8827351680757417,-0.8833828949191003,-0.8429863761197326,0.4979176384496715,-0.39417003591566985,-0.7015183031531341,-0.29668179850141996,-0.16622970888301328,0.4979176384496715,0.5328482493651907,zirp
2021-07-03,-0.8801086159756453,-0.8805032412254625,-0.8405612683033735,0.4973044131751639,-0.3938414468701449,-0.6968826720798585,-0.28889103127296006,-0.17915609633391932,0.4973044131751639,0.5317760769226809,zirp
2021-07-04,-0.8774899212418001,-0.8776325660615565,-0.8381427770308312,0.4966915733016332,-0.393512956362646,-0.6923509547616088,-0.2809658980993368,-0.19255291774939123,0.4966915733016332,0.5300639847585046,zirp
2021-07-05,-0.8748790227922539,-0.8747707921862022,-0.8357308538483534,0.49607911796132576,-0.3931845642625242,-0.7154010492528424,-0.27227806403978316,-0.2346439253004366,0.49607911796132576,0.49019959761189624,zirp
2021-07-06,-0.9203101262760709,-0.8896058301753593,-0.7911274538714437,0.58252447545828,-0.5609835815816021,-0.8843389026722894,-0.1709904304255855,-0.5978166446739053,0.58252447545828,0.5755536484952424,zirp
2021-07-07,-0.8965385652132921,-0.8891612006540955,-0.752036220044641,0.5235128414721275,-0.5694797824720084,-0.8298939540993322,-0.07246590128300573,-0.7218914968679612,0.5235128414721275,0.5440316918396519,zirp
2021-07-08,-0.9159853598598676,-0.8856302133377824,-0.7948047049119336,0.5803072293478376,-0.5504947209050148,-0.922740016240324,-0.16245837970739455,-0.6502200988589788,0.5803072293478376,0.6349335552557872,zirp
2021-07-09,-0.9602895304598513,-0.8859622402065835,-0.7976941026074075,0.692761828250215,-0.6388416676730003,-1.0540323921937012,-0.1649783629603946,-0.778473957925228,0.692761828250215,0.7105183234699025,zirp
2021-07-10,-0.9572544872200107,-0.883054204965971,-0.7954778914818096,0.6914203401886295,-0.6377500316361883,-1.0565394308383136,-0.15462115752880684,-0.7973974795856784,0.6914203401886295,0.7090239569680229,zirp
2021-07-11,-0.954230149546777,-0.880155303627615,-0.7932671031845641,0.6900809234214511,-0.636659743172121,-1.0598481168139735,-0.14389324567134107,-0.8170847186378037,0.6900809234214511,0.7075253890530248,zirp
2021-07-12,-0.9054580150118954,-0.8758544684864126,-0.8149376769368255,0.5750410980202453,-0.5049822224326486,-0.9077537127672378,-0.199530420674022,-0.5630647660219656,0.5750410980202453,0.588405764559607,zirp
2021-07-13,-0.8811075059763862,-0.860274218179503,-0.7870281371644962,0.5442426543822246,-0.49944446947995597,-0.8257303613511056,-0.11798122054957841,-0.6295404867860198,0.5442426543822246,0.5281820378543298,zirp
2021-07-14,-0.9039357362338089,-0.8622346004256606,-0.7875091503237449,0.5989173038349592,-0.547144626491171,-0.9334747572030695,-0.11423854125144646,-0.7432440094747218,0.5989173038349592,0.6153184362621301,zirp
2021-07-15,-0.8798660281905595,-0.8607119441817259,-0.799657142873056,0.5410348712676091,-0.4798544065173909,-0.8826799957167476,-0.16039902541619136,-0.6067708648885155,0.5410348712676091,0.55966523253445,zirp
2021-07-16,-0.8965784765074502,-0.8537790604307056,-0.7252270921605909,0.5977149442459694,-0.618102025160182,-1.0043656597833013,0.05840081680151904,-1.091910904749316,0.5977149442459694,0.5966215304399193,zirp
2021-07-17,-0.8940003609454984,-0.8512341637874161,-0.7233817363410885,0.5965952926594412,-0.6171377542847294,-1.0108478699125334,0.07402540505825143,-1.1077949627204309,0.5965952926594412,0.5949317480292603,zirp
2021-07-18,-0.8914300046085135,-0.848696484343387,-0.7215400537362534,0.5954769648227389,-0.6161745349653259,-1.0187265251863646,0.09056113801781229,-1.1241265735630481,0.5954769648227389,0.5932444640844337,zirp
2021-07-19,-0.8879060695367769,-0.8585183119636789,-0.7046763744353185,0.5674265108939435,-0.6307622537067286,-1.014547300877992,0.15767992851090565,-1.2305862557499332,0.5674265108939435,0.5505095077669989,zirp
2021-07-20,-0.8862520516613192,-0.884938180398772,-0.712142116078779,0.5112049090162958,-0.6204545476426739,-1.0180374837230426,0.15049294024334872,-1.2181227468049796,0.5112049090162958,0.454622503867859,zirp
2021-07-21,-0.8826333967365286,-0.8527477717942371,-0.7170333587691297,0.5659911228607113,-0.6091628069361472,-1.0132961363920543,0.19074193298628972,-1.2744169234266969,0.5659911228607113,0.5428527844428651,zirp
2021-07-22,-0.8812806315692127,-0.8795056409363262,-0.7311523116829114,0.5097903922114481,-0.590360606497393,-0.9393399289894876,0.15969651355896716,-1.1373352824423966,0.5097903922114481,0.37650166100658156,zirp
2021-07-23,-0.8566100875117297,-0.835080139030466,-0.7267809201445005,0.5349987880897638,-0.549919489106588,-0.8355445528622976,0.19310691235133648,-1.0729932321642603,0.5349987880897638,0.5329177873447375,zirp
2021-07-24,-0.855128908916739,-0.8336905168870158,-0.7257892677902139,0.5342170346238561,-0.5492322362296518,-0.8414433309803616,0.21628299684193375,-1.0930817233658432,0.5342170346238561,0.5319079313103686,zirp
2021-07-25,-0.8536505995551786,-0.8323034118992428,-0.7247988609259934,0.5334359179171675,-0.5485455004955732,-0.8488674304777976,0.2415975613605797,-1.1139133477846164,0.5334359179171675,0.530899062306993,zirp
2021-07-26,-0.829798169960559,-0.8168328643006569,-0.6895984352458057,0.5033116394948279,-0.5501351938623578,-0.7324660338769414,0.40282397596756375,-1.218247381718499,0.5033116394948279,0.5507921604262409,zirp
2021-07-27,-0.8290006353002365,-0.8162626938546508,-0.6473796342236506,0.5026151267995587,-0.5983319582289041,-0.5741518510265129,0.6006379849133829,-1.3353864796278108,0.5026151267995587,0.22689167394759802,zirp
2021-07-28,-0.7833220949599444,-0.7179479205261106,-0.6281344499707384,0.5809636933551379,-0.5446126836368332,-0.3257297289595006,0.706393889897276,-1.2559629642300354,0.5809636933551379,0.29016830085408174,zirp
2021-07-29,-0.812508996313685,-0.7703457889933183,-0.6636742920860527,0.5520274346327919,-0.5525951253929208,-0.48386111989717145,0.5849377266556699,-1.2157021740026368,0.5520274346327919,0.19089507587291027,zirp
2021-07-30,-0.8292219653663425,-0.7632465388404532,-0.6575679620190222,0.6091712378530341,-0.588722680724211,-0.656273241505358,0.6550682048649916,-1.4443158486860352,0.6091712378530341,0.24263681119976277,zirp
2021-07-31,-0.8282312781664236,-0.7626280455410658,-0.6573339919396637,0.6081550698761672,-0.5877433403279378,-0.6538090117795109,0.7052901536841303,-1.488943078040406,0.6081550698761672,0.24256044871850777,zirp
2021-08-01,-0.8272419220631377,-0.7620100733581002,-0.6571000950596056,0.6071400412834224,-0.5867650352591882,-0.6516751162585492,0.763157604636319,-1.536915797008935,0.6071400412834224,0.23921135923867473,zirp
2021-08-02,-0.7182854359938629,-0.7917644696915779,-0.6576393406902082,0.26907043690408866,-0.4000571283949657,0.0036802170521952685,0.8257146953221591,-0.9985979538937372,0.26907043690408866,-0.1195229356446579,zirp
2021-08-03,-0.7156971418417589,-0.7885924012298298,-0.6815930252655854,0.26860562128835835,-0.3602928176120726,0.03649924455360614,0.7431995806678595,-0.836292178971963,0.26860562128835835,-0.12130853398807775,zirp
2021-08-04,-0.737385105290288,-0.8155487037842373,-0.6779743513738394,0.2705621851805978,-0.4042053859862653,-0.09230412873818525,0.7841642082005333,-0.9715415755319874,0.2705621851805978,-0.03348169566129923,zirp
2021-08-05,-0.7349424183257871,-0.7987130297971067,-0.6850086810662861,0.29763536997931817,-0.3895271328893576,-0.06882125993120831,0.7621131807415088,-0.9076113574134099,0.29763536997931817,-0.03603864319491632,zirp
2021-08-06,-0.7887932422076529,-0.8244456760290706,-0.6469999490097763,0.3845941553825759,-0.5345892881049285,-0.4374938754689432,1.0183420140670483,-1.435290945956861,0.3845941553825759,0.048804714222822225,zirp
2021-08-07,-0.7874023771067415,-0.8228724481046668,-0.6460903185176765,0.3842063202312986,-0.5339434777791523,-0.43811880335635855,1.0581423724341648,-1.425767473027008,0.3842063202312986,0.05228526392037799,zirp
2021-08-08,-0.7860139490232183,-0.821302350436197,-0.645181669493102,0.38381861601121425,-0.5332981181616121,-0.44045743601107007,1.1012905246733522,-1.4163593285833234,0.38381861601121425,0.05578769828323091,zirp
2021-08-09,-0.7510056182804812,-0.7778937528624951,-0.6277061220279263,0.3804159647932172,-0.4967206160111318,-0.17140078991567542,1.210442995073944,-1.338426588956194,0.3804159647932172,0.12465202166305607,zirp
2021-08-10,-0.7752578749335288,-0.8095073196697183,-0.6328613317609895,0.3808819437029084,-0.5323688367978068,-0.36524148887651403,1.1938278532740643,-1.4384154764614625,0.3808819437029084,0.2175920022441597,zirp
2021-08-11,-0.7589174332191387,-0.7906968753363304,-0.6259496421519732,0.37796040543003545,-0.5207771084245474,-0.22133113838040522,1.2637659415234985,-1.4112420326635862,0.37796040543003545,0.4043663956023093,zirp
2021-08-12,-0.7782426359901259,-0.8166730287422679,-0.5897589054226176,0.3764465682214695,-0.6730061234116326,-0.40009299804986964,1.5042458205376474,-1.7601589175800467,0.3764465682214695,0.41871980646898244,zirp
2021-08-13,-0.7531724957423378,-0.7823612163680582,-0.6087520529525026,0.35647138004510415,-0.593824655997379,-0.08189456425192994,1.378133524361963,-1.4252191114062942,0.35647138004510415,0.40043516946957897,zirp
2021-08-14,-0.768812150946284,-0.7820480505561678,-0.6078622362027374,0.37431856174701744,-0.6169777550658887,-0.0758708023472767,1.3800745384249098,-1.4170466292560784,0.37431856174701744,0.41427531673975626,zirp
2021-08-15,-0.7872730917085156,-0.7818570351820177,-0.6069733184266467,0.40364638668148867,-0.6474772714959252,-0.0697949267312444,1.382021016261126,-1.408960884363802,0.40364638668148867,0.434374894622674,zirp
2021-08-16,-0.796418852514876,-0.7830503476369675,-0.6715714165528791,0.4218416572626683,-0.5431653404259654,-0.09000520142584383,0.9588215646293581,-1.0004293277505656,0.4218416572626683,0.35279771619420724,zirp
2021-08-17,-0.8195442387907163,-0.8082208102773756,-0.6676916818802764,0.42842258288244767,-0.6153349300178814,-0.149553294480486,0.9769611308548808,-1.0551705990927247,0.42842258288244767,0.2655417923382575,zirp
2021-08-18,-0.8201985898187095,-0.8084662441062104,-0.6606387554583544,0.4293562199148729,-0.6298547646080895,-0.13546240841148768,1.0117637517585678,-1.0826164850357982,0.4293562199148729,0.25489090051081464,zirp
2021-08-19,-0.7958531365975096,-0.7950123480489313,-0.6419483636250881,0.38324257835483416,-0.6104437444480338,0.06369996608067177,1.1228378610873224,-1.078769064567776,0.38324257835483416,0.15394867781595803,zirp
2021-08-20,-0.7985034682083798,-0.7970202014604432,-0.6521060755286415,0.38536976470448847,-0.5957373934031648,0.06781397991574849,1.0494156133835484,-1.0087311284011056,0.38536976470448847,0.16133085464660032,zirp
2021-08-21,-0.8008735749647296,-0.7987237792533972,-0.6521732259878523,0.3874245645072118,-0.6010505927866603,0.0741055240177062,1.0411093746694304,-1.0022327958646877,0.3874245645072118,0.16465219759482852,zirp
2021-08-22,-0.8032531691793542,-0.8004321011923543,-0.652240382698224,0.38948603362115164,-0.6064210321013388,0.08046394945427167,1.0328744919696988,-0.9958252035280312,0.38948603362115164,0.1679934080492985,zirp
2021-08-23,-0.7888002579628373,-0.7964043312021681,-0.6796932878649689,0.34809079030190815,-0.5075238528264463,0.22274842784379373,0.8463280297939514,-0.7234516893898556,0.34809079030190815,0.160908633946715,zirp
2021-08-24,-0.8186983606312856,-0.8140520601082893,-0.7364983802154559,0.39837186089593646,-0.43303709712903615,0.030993589729131233,0.6447621473193993,-0.637593349287683,0.39837186089593646,0.15260619637037767,zirp
2021-08-25,-0.815896147988144,-0.8105666019186364,-0.6798481399495736,0.3982493066332143,-0.5649019620603225,-0.06516531743833155,0.9867676746973215,-1.0457703055135192,0.3982493066332143,0.0684247099179304,zirp
2021-08-26,-0.8202554717743157,-0.8142641879125808,-0.6846033726437186,0.40091586078959257,-0.5561991656126225,-0.039988020224759876,0.9327169572914596,-0.978061631003318,0.40091586078959257,0.04599861278059254,zirp
2021-08-27,-0.8051210763097122,-0.8103078850575159,-0.6690781936477913,0.35796661036849076,-0.5468347541827998,0.09617021483622776,1.0076906215950685,-0.974280132793247,0.35796661036849076,-0.014691976031261185,zirp
2021-08-28,-0.8081871868895477,-0.8125977060881048,-0.6665246399793946,0.3603193273244035,-0.5522232694348349,0.09801942490334084,0.9999292439984063,-0.9674011809904471,0.3603193273244035,-0.01208280726993761,zirp
2021-08-29,-0.8112696384997035,-0.8148963374762652,-0.6639878913245907,0.3626810794046966,-0.5576719823530051,0.09987114352406316,0.9922322644649225,-0.9605920494531535,0.3626810794046966,-0.00914648558792277,zirp
2021-08-30,-0.7856017688157003,-0.7998023988837409,-0.6858417932896169,0.3166961166646618,-0.43016932719518286,0.17489987213600927,0.8358524870111016,-0.750617974333504,0.3166961166646618,-0.06553183100883,zirp
2021-08-31,-0.815468170716464,-0.8177977766739534,-0.6841166239014154,0.36636765788549003,-0.5084378246899116,-0.03474502862728815,0.7835085720379047,-0.8241764122357231,0.36636765788549003,-0.025484110125950997,zirp
2021-09-01,-0.8420391556945234,-0.8321128305592613,-0.5947828154981737,0.4155907970090372,-0.7638868903195419,-0.2229526609853897,1.3121575805653893,-1.4781052585902634,0.4155907970090372,0.03726733552152927,zirp
2021-09-02,-0.8673521425506633,-0.8598560847783354,-0.6097519570977636,0.4192222029821332,-0.7921222787567582,-0.3800843644501611,1.190144955005031,-1.4449289643960366,0.4192222029821332,0.3696426984659481,zirp
2021-09-03,-0.8488380997427314,-0.8384992625574228,-0.6443447726545108,0.41906867115957575,-0.6734513711803155,-0.06853084087998243,0.9495800159577787,-1.0088575178379697,0.41906867115957575,0.4080172059397068,zirp
2021-09-04,-0.8495814529430497,-0.8388738346941923,-0.6413368250719671,0.42006972469362586,-0.6780901673118612,-0.07091530927825976,0.9422928407256553,-1.0008867239647627,0.42006972469362586,0.40884737072558475,zirp
2021-09-05,-0.8503256636482646,-0.839248619589899,-0.6383325459591032,0.4210721352553187,-0.6827702157258694,-0.07330427309379392,0.935060895323467,-0.9929793437119381,0.4210721352553187,0.40969630166391746,zirp
2021-09-06,-0.8509764224515198,-0.8395272398353666,-0.6352577539251846,0.42206252945543166,-0.6873146423583107,-0.0741170156589276,0.9279224599747588,-0.9853192778869206,0.42206252945543166,0.2963718275491315,zirp
2021-09-07,-0.8398581987462507,-0.8131929779617123,-0.6474607597212539,0.46413871982494226,-0.6281756799758106,0.00725555663235816,0.8439369518500859,-0.8503343835222282,0.46413871982494226,0.374484384089726,zirp
2021-09-08,-0.8109425459370225,-0.7818110257786477,-0.6225980892354512,0.4593013612273213,-0.6113970986726498,0.21222119933111913,0.9766962755129621,-0.8620869238832617,0.4593013612273213,0.26757501842586845,zirp
2021-09-09,-0.8385337081208764,-0.8130661347392721,-0.6232232373251188,0.4612668980976762,-0.679922809504751,-0.001196033255840062,0.9527507266992696,-0.9673485079859839,0.4612668980976762,0.29275404828003987,zirp
2021-09-10,-0.8343970711198533,-0.8094768295391692,-0.6130520605299927,0.4586822255232986,-0.69392332989527,0.0590303117819044,0.9964782050472017,-0.9760917314175142,0.4586822255232986,0.29484647796586083,zirp
2021-09-11,-0.8328275584107075,-0.8086696842077421,-0.6106684703547964,0.45659702577866684,-0.6974894366473484,0.05714096385741497,0.9927580059749269,-0.9741851792442368,0.45659702577866684,0.29354251304955215,zirp
2021-09-12,-0.8312611863305627,-0.8078634300953763,-0.6083074638940715,0.4545131766521661,-0.7010786549529818,0.055250502095017535,0.9890564761076975,-0.9722838146367703,0.4545131766521661,0.29223892677912233,zirp
2021-09-13,-0.8562863608874207,-0.8220171130080298,-0.5880553145627487,0.500741084757017,-0.8061294526700296,-0.14872235323495922,1.091222221049164,-1.2006121921719364,0.500741084757017,0.33423388768896795,zirp
2021-09-14,-0.8576132578587855,-0.8246235660717808,-0.5736208152716451,0.4984722465496846,-0.839702957214542,-0.17030809193248153,1.1591469712078177,-1.278045147814932,0.4984722465496846,0.3605507988778508,zirp
2021-09-15,-0.8248547558419326,-0.8040607312859811,-0.5967085630576217,0.44657971447371897,-0.7156574309256951,0.06555147196504695,1.0053695133153149,-0.9803435818619748,0.44657971447371897,0.303438311956667,zirp
2021-09-16,-0.8362130113783018,-0.8182308224897241,-0.578570269799036,0.44415497934126585,-0.7826295415964266,-0.03459815715276471,1.0991011538364186,-1.1318236700099658,0.44415497934126585,0.3615980532658147,zirp
2021-09-17,-0.8586211271184306,-0.8292198019113787,-0.5612272708951489,0.4910235943875927,-0.871938480888127,-0.220720004258078,1.1839542197591824,-1.3209206920855596,0.4910235943875927,0.5387698781921744,zirp
2021-09-18,-0.8557014889807688,-0.8270305124971544,-0.5585842737518409,0.488181865944051,-0.8716154005270308,-0.21256049373009206,1.1822357043255118,-1.3099400312807696,0.488181865944051,0.5359044334566166,zirp
2021-09-19,-0.8527906163978496,-0.8248467645090052,-0.555943433932354,0.48533911622145803,-0.8712924721454133,-0.20424963953302852,1.1805214549363778,-1.299100923897206,0.48533911622145803,0.5330393216338584,zirp
2021-09-20,-0.8534490411116711,-0.8117883336777525,-0.5337616222511395,0.5295326247524926,-0.9133130870589542,-0.2272106955558067,1.2924727736956572,-1.4200877530963978,0.5295326247524926,0.450352978869734,zirp
2021-09-21,-0.8278757555903106,-0.7989494180386304,-0.5448848283048837,0.4771802877407594,-0.8346398619346619,-0.036209548025768715,1.3305799249068302,-1.355052732919304,0.4771802877407594,0.45782528299018443,zirp
2021-09-22,-0.8247698796665349,-0.7816878035739224,-0.5371600777317647,0.5206600645779084,-0.8428522282568817,-0.02627844241492948,1.3558846326046916,-1.3751143795128402,0.5206600645779084,0.4982743566317533,zirp
2021-09-23,-0.8121602218287083,-0.7980754424939023,-0.5579194403602495,0.4223231831626624,-0.7752476866082614,0.06508589996915998,1.2204575126271144,-1.1923910747099928,0.4223231831626624,0.38148059394895667,zirp
2021-09-24,-0.8370947729874098,-0.7954572682759614,-0.5485612453165717,0.5205356772492019,-0.857231451412324,-0.16117213353703744,1.2624103116860466,-1.3492745668057742,0.5205356772492019,0.3817211678921791,zirp
2021-09-25,-0.8344153454573906,-0.7921453206423993,-0.5474005575073656,0.5201252323943045,-0.8563722016734749,-0.15134484952264576,1.2567685616727613,-1.3377120095570123,0.5201252323943045,0.3788767036733426,zirp
2021-09-26,-0.8317570496102669,-0.7888409608113603,-0.5462411505245457,0.5199096421669205,-0.8556012470185422,-0.14121993637694938,1.2511697274515592,-1.3263052266783955,0.5199096421669205,0.3765962899613723,zirp
2021-09-27,-0.8295736801767876,-0.8005872773985483,-0.5530360372214995,0.470025635309017,-0.8367979076517066,-0.13161552063498855,1.1957246172485483,-1.265783449537331,0.470025635309017,0.343574768402508,zirp
2021-09-28,-0.9322482709198173,-0.8527094294562352,-0.5592717000189021,0.6882894057174,-1.084691262965382,-1.0947959775555913,1.1452992939275037,-1.6563868089684037,0.6882894057174,0.5122241984701715,zirp
2021-09-29,-0.9807992937210332,-0.8751472603679367,-0.5571480616381718,0.8004736047930555,-1.2136107895884873,-1.5754679569252843,1.1435586400434874,-1.8625665318985145,0.8004736047930555,0.6117465124949764,zirp
2021-09-30,-0.9027710549396708,-0.9113967453263782,-0.6052277737308694,0.3661293425698086,-0.9381572850817649,-0.5815828644261261,0.8569986501382626,-1.1215985529152028,0.3661293425698086,-0.6343468760955097,zirp
2021-10-01,-0.9004734038810788,-0.9234852212529067,-0.6338339539838838,0.31027236900662847,-0.8829480927966254,-0.8455178413516395,0.684213573083405,-1.062896936846901,0.31027236900662847,-0.7786852840916193,zirp
2021-10-02,-0.8973686589542983,-0.9198074754384027,-0.632860186670486,0.3064247236066043,-0.8845758475416426,-0.84289765887115,0.6810404042164121,-1.0545856061629868,0.3064247236066043,-0.7882932778881975,zirp
2021-10-03,-0.8942808094433676,-0.9161420012370756,-0.6318875119854037,0.3025453359873559,-0.8864426237472705,-0.8405539324061996,0.6778780592023028,-1.0463486344320116,0.3025453359873559,-0.7681171544911032,zirp
2021-10-04,-0.8664634745439905,-0.9299162059543133,-0.6035073233229377,0.13370470098706172,-0.8719749449265062,-0.5943180688292913,0.8294702742979801,-1.0891014202944105,0.13370470098706172,-0.8600419859453402,zirp
2021-10-05,-0.8340833175389276,-0.8799979822507696,-0.5714488816123962,0.17871178918920505,-0.8581447805455432,-0.2952750430444128,1.0036189099242092,-1.1366454441738625,0.17871178918920505,-0.8792862066196381,zirp
2021-10-06,-0.8321773138436153,-0.8772553929750141,-0.5232180717457141,0.1743472017823839,-0.9633997946286553,-0.2901876978401061,1.2694958860223209,-1.4008136610903108,0.1743472017823839,-0.8467209024884975,zirp
2021-10-07,-0.8304849534806955,-0.8437856874732784,-0.5263219489587463,0.28048533947218546,-0.9626713687821867,-0.2202318808816651,1.2368239772819027,-1.3409681464216152,0.28048533947218546,-0.7470245065795066,zirp
2021-10-08,-0.8036167499571998,-0.8108811877076362,-0.5115347965283857,0.27467663846204965,-0.9246519510985833,0.11274324197454004,1.3021972020235555,-1.2793672608257443,0.27467663846204965,-0.5805184353645925,zirp
2021-10-09,-0.8058263021933595,-0.8087852614292623,-0.5102213524544527,0.27341204905648026,-0.9372294107515684,0.11956235802068683,1.2911942449765048,-1.2695341036265844,0.27341204905648026,-0.6132494107164677,zirp
2021-10-10,-0.808345582763106,-0.8067259197726692,-0.5089093176659438,0.272794544435099,-0.951401273393862,0.12646659356335602,1.2803306401211776,-1.2598309121093998,0.272794544435099,-0.6393949142221614,zirp
2021-10-11,-0.8106244978746356,-0.80415247510924,-0.5062799877139181,0.27278167926816815,-0.9687300148275804,0.1283360992446311,1.3325442235668652,-1.303097602200639,0.27278167926816815,-0.6972678611536783,zirp
2021-10-12,-0.8552102175354038,-0.8212965763223079,-0.4996278674387231,0.37570162342772373,-1.0980479692731837,-0.17798198413129906,1.357983039227264,-1.4527553223987162,0.37570162342772373,-0.3831694385595269,zirp
2021-10-13,-0.8383175955884604,-0.7996547794892568,-0.504657254377777,0.3799033229603457,-1.0382198299096956,0.0034246926181603697,1.3091445069709473,-1.328899535761788,0.3799033229603457,-0.39686756627937997,zirp
2021-10-14,-0.8707967398999225,-0.8293725394114054,-0.527155821175311,0.3858280200772141,-1.0759033167909535,-0.058279188533806855,1.1624300199842157,-1.2034581719824966,0.3858280200772141,-0.40446490973993526,zirp
2021-10-15,-0.8613882235294641,-0.8178791518138876,-0.5214404193024234,0.38065583043369916,-1.060069332905993,0.07971970407897212,1.1899621378794976,-1.1741720470178245,0.38065583043369916,-0.507005360375818,zirp
2021-10-16,-0.8619678218185642,-0.8157238008118116,-0.5196964373234331,0.3805201774815564,-1.063499197043347,0.08251527236938172,1.1905643199834244,-1.1722711093364149,0.3805201774815564,-0.520939945355344,zirp
2021-10-17,-0.8627168536028195,-0.8136033408483923,-0.5179544896697152,0.3808271983133632,-1.0672687042077054,0.08531798896046157,1.1911670430153805,-1.1703753794323573,0.3808271983133632,-0.5302667154333395,zirp
2021-10-18,-0.8583715491571161,-0.809565976546784,-0.5272533282781455,0.3775788378377507,-1.0321498333870922,0.09602813204123076,1.1252278170563497,-1.097767634479183,0.3775788378377507,-0.5335959066787782,zirp
2021-10-19,-0.8567278745386805,-0.8077714671780656,-0.571445084943131,0.37501330273000555,-0.9082724091633695,0.08471953309546522,0.7956497345318961,-0.7653567324309488,0.37501330273000555,-0.5384593702016489,zirp
2021-10-20,-0.8594168468666998,-0.8250275700774455,-0.5978100182334377,0.27767801044615137,-0.8335714090128333,0.04616860354846086,0.6319634023998678,-0.612919540745924,0.27767801044615137,-0.5950864861740954,zirp
2021-10-21,-0.8556626074080498,-0.8209282647587983,-0.5874828202607487,0.2731823118949403,-0.8506136323714504,0.06435292565689181,0.6791959297337281,-0.6514859592852159,0.2731823118949403,-0.6090799935379828,zirp
2021-10-22,-0.8260336183578232,-0.79074966813097,-0.5501815025185043,0.2657177507059879,-0.8666088607266286,0.32230090383633697,0.8853223770550357,-0.7546613453607364,0.2657177507059879,-0.5570093491533192,zirp
2021-10-23,-0.8237550885562058,-0.7876834581684451,-0.5473664255775185,0.26142976302426735,-0.8659741785052886,0.32884518392370643,0.8809343221379059,-0.7491828634656512,0.26142976302426735,-0.562957001237717,zirp
2021-10-24,-0.8215079374874726,-0.7846276914045047,-0.5445572022933292,0.2570893867314408,-0.8653400686595101,0.33546873494444085,0.8765697614023928,-0.7437300352981748,0.2570893867314408,-0.5689175121909942,zirp
2021-10-25,-0.8227054486155375,-0.8007444569135824,-0.560214193921482,0.15449739880956903,-0.8248690719219585,0.30712505450120486,0.7645166370489024,-0.6441911717225164,0.15449739880956903,-0.7271326045882456,zirp
2021-10-26,-0.8150200679180951,-0.7773496141451358,-0.5431353723969405,0.24868400960958323,-0.8512508516135375,0.3601637313221767,0.8470676302156028,-0.7069267260997335,0.24868400960958323,-0.6647277749724626,zirp
2021-10-27,-0.8139740692264769,-0.7600227702723723,-0.5139853688611661,0.349767828892396,-0.9273462195433698,0.35300668192890094,0.996874779948134,-0.8617485952831668,0.349767828892396,-0.5943425300559906,zirp
2021-10-28,-0.7791732931609016,-0.7581116145739614,-0.5381652577153566,0.13843980272647302,-0.7607269630659483,0.6615872667501247,0.8405547579531198,-0.5871205301250014,0.13843980272647302,-0.7231890686238402,zirp
2021-10-29,-0.8020456551288109,-0.7647152392075497,-0.604338717576034,0.24278858959675256,-0.6239436349392161,0.4271644218126126,0.44842082121194204,-0.2832886827749858,0.24278858959675256,-1.3150331188003344,zirp
2021-10-30,-0.7988046933651669,-0.7615343685806382,-0.6013648133643404,0.24261378043642112,-0.6246048146856039,0.4382862405755568,0.45941133967563985,-0.2883687404466433,0.24261378043642112,-1.309773869236285,zirp
