date,z_gc_comex_carry_2m,z_gc_comex_carry_4m,z_si_comex_carry_2m,z_gc_cal_curvature,z_gc_si_cal_ratio,z_gc_comex_lbma_basis,z_si_comex_lbma_basis,z_gc_si_comex_basis_spread,z_gc_comex_curve_slope,z_comex_lbma_slope_basis,rate_regime
2020-02-01,-3.5224512184041394,-2.399995800873173,-1.7513035594996271,1.944280292294528,0.15467978031936866,-1.2000309812667371,-1.0787664131204402,0.8023891261353283,1.944280292294528,0.2531605387607105,mid
2020-02-02,-3.4794404917505193,-2.3817183456134985,-1.7420395457231832,1.9450864034611408,0.15202150717391666,-1.1959215213729397,-1.0796964768182924,0.8043208448445901,1.9450864034611408,0.23967534762254467,mid
2020-02-03,-2.0378991319834148,-1.9908544907994068,-1.6270898930595403,-0.007605184831991732,0.9549291869332385,0.34260143169631413,-1.0141788509612792,1.2402990944944152,-0.007605184831991732,0.10011833844528291,mid
2020-02-04,-1.878137088200774,-1.7587599722995664,-1.5980736822435333,0.12677376262089218,1.0224645379392834,0.5440461644306162,-0.9820975309492962,1.2680306072011334,0.12677376262089218,0.14238473063627574,mid
2020-02-05,-1.925923611508895,-1.7921405186569115,-1.5558338257860944,0.1388432720277894,0.9233866035040723,0.6186920975846897,-0.9389381034142922,1.2404641466698507,0.1388432720277894,0.13830770986529237,mid
2020-02-06,-2.1258061695541515,-1.8975557290351561,-1.5899387579638355,0.30883910912468443,0.8590924204263346,0.4459005998433421,-0.9830047603621991,1.2283189784875925,0.30883910912468443,0.31958295268939857,mid
2020-02-07,-2.139982831589884,-1.9800558054523507,-1.5581996078821554,0.16655609217153336,0.7969226905754094,0.4189126267902775,-0.9365786471765527,1.164288718823743,0.16655609217153336,0.1974964043423703,mid
2020-02-08,-2.1340437714222396,-1.9692666752580414,-1.550781508428735,0.17184967543334945,0.7936025591252918,0.41259488076235984,-0.9393541650448041,1.161211087041626,0.17184967543334945,0.1984897872921915,mid
2020-02-09,-2.128144383768393,-1.958607820684083,-1.5434278505620198,0.17721127143685214,0.7902900461675959,0.4062450303498871,-0.9421420073130563,1.158146824036645,0.17721127143685214,0.1994841506533016,mid
2020-02-10,-1.9993100461313489,-2.0522551559414395,-1.4708396279674165,-0.2792945618395143,0.7495918887536888,0.5305012911502434,-0.9172027291504228,1.1678575661887147,-0.2792945618395143,0.14667636482631394,mid
2020-02-11,-2.08959364278567,-2.063501886964026,-1.5529874613855876,-0.1226223790337439,0.8421172172959864,0.4592002842879185,-1.0114652325627795,1.2452727103264556,-0.1226223790337439,0.1483152432509689,mid
2020-02-12,-2.248981401896984,-2.2039563760360577,-1.4844766217632028,-0.10653630729348387,0.6095840547904727,0.49374284340562946,-0.9565031861019416,1.1949960022520576,-0.10653630729348387,0.22163155708004478,mid
2020-02-13,-2.2754546749168925,-2.2962481556954284,-1.459542265308866,-0.2508786454492084,0.546024626173979,0.5315570481876895,-0.9444585585643925,1.1917386834721129,-0.2508786454492084,0.07327640564414416,mid
2020-02-14,-2.615099733908852,-2.387756362033737,-1.5163476538709453,0.2422283237468679,0.41132296721021644,0.1897502326587546,-1.014870687724021,1.1577903831562706,0.2422283237468679,0.15728828946400897,mid
2020-02-15,-2.600484260616023,-2.3699477011227406,-1.5092755611054198,0.24881894050681536,0.40850804277108166,0.18582742794478055,-1.0199795723734646,1.1604073145935145,0.24881894050681536,0.15759034398024463,mid
2020-02-16,-2.5860760233732343,-2.3524561578458343,-1.502262139310156,0.2555237137062101,0.40568993919766155,0.1818969579560236,-1.0251312746328418,1.1630347825067007,0.2555237137062101,-0.12774793992612885,mid
2020-02-17,-2.5637552101830674,-2.3348025893829756,-1.4952975083784483,0.25560773383677293,0.40397160595733045,0.3528043180597042,-0.9404640503483056,1.12446336937422,0.25560773383677293,0.2495958635028603,mid
2020-02-18,-2.3338441446224203,-2.2597620314653275,-1.4843954128301884,-0.06195560418572149,0.5466252110583534,0.49470483042938235,-0.9417137642156045,1.1693703650168754,-0.06195560418572149,0.16514010883841082,mid
2020-02-19,-2.3591292162509894,-2.281588704090765,-1.4671171127076523,-0.053875215172621525,0.49386285421513226,0.35370859679819494,-1.0401817116552106,1.227887762335379,-0.053875215172621525,0.13956349861856926,mid
2020-02-20,-2.386059361727616,-2.2375960769286594,-1.4223272299160161,0.10679424524356405,0.39008208614526874,0.25463138981740197,-1.0068755703107815,1.158897587369559,0.10679424524356405,0.1735417175665862,mid
2020-02-21,-2.3674657243355184,-2.283300633534509,-1.532497223269516,-0.03208327541633245,0.6041293868481494,0.25177341726097247,-1.1487887817973166,1.3080991609360713,-0.03208327541633245,0.21429929724909502,mid
2020-02-22,-2.3498555907172776,-2.2675684642334137,-1.5255311546817008,-0.031057639376491468,0.6015010675279701,0.24816907866463278,-1.1535728453955356,1.310229312132586,-0.031057639376491468,0.2132672432162697,mid
2020-02-23,-2.3325583803463603,-2.252095250457368,-1.5186240093326338,-0.03003155120918873,0.598875987598279,0.24456209888081418,-1.158393066370616,1.312366172507958,-0.03003155120918873,0.20962421210255897,mid
2020-02-24,-2.4506988715865665,-2.3572243606860517,-1.5328842726456604,-0.0067821556682503776,0.5330459829383919,0.1724113591878538,-1.121893768673828,1.2489603102503062,-0.0067821556682503776,0.1115267552362887,mid
2020-02-25,-2.303759903948959,-2.291394079245318,-1.6823187270786206,-0.17721060023487797,0.9515123150982786,0.36272146871910094,-1.3490075314712389,1.5482461188317027,-0.17721060023487797,0.07881668061881134,mid
2020-02-26,-2.2537120354537823,-2.3109197062199125,-1.4925427743635504,-0.3329530128208912,0.6025426042506358,0.35406272300785124,-1.1439070268192382,1.3253744623849715,-0.3329530128208912,0.05049465709261008,mid
2020-02-27,-2.373957262404804,-2.357016256514856,-1.5760237104993893,-0.17053419364525338,0.6706481225537829,0.14474340603469832,-1.2482698119296436,1.3667403118176658,-0.17053419364525338,0.0022076132970217286,mid
2020-02-28,-2.8419572385905654,-2.8107123369255893,-1.6326307324227174,-0.1768931401854325,0.399423999313699,0.31101067270721827,-1.162491760435965,1.3250327874140246,-0.1768931401854325,-0.024363587978620798,mid
2020-02-29,-2.8139905686273248,-2.784040110019792,-1.624975502922136,-0.1755712481929038,0.39705249340304577,0.3053214567887467,-1.1668299857957258,1.323896487074582,-0.1755712481929038,-0.024875184326138236,mid
2020-03-01,-2.786718371142367,-2.7580085017180274,-1.6173923065932096,-0.1742490865996883,0.3946805556264353,0.29960701645972054,-1.171197697877789,1.322762031038373,-0.1742490865996883,-0.02538686742410971,mid
2020-03-02,-3.435749620124859,-3.2919538072722294,-1.8870884226887294,0.05077039909994559,0.36755874335404587,0.302777942594264,-1.4116209287726942,1.5712989888274955,0.05077039909994559,0.23306182286731308,mid
2020-03-03,-3.8410351293032226,-3.785814049515621,-2.0727234644173307,-0.19116424814972954,0.362903388658076,0.12401108686400432,-1.1231561900375433,1.2108254844765765,-0.19116424814972954,0.026397236117862214,mid
2020-03-04,-4.156846555207608,-4.02118136129295,-2.1917853512509176,-0.009337607867673941,0.2694033709754536,0.20896711291006967,-1.3409733785580653,1.4605106657123619,-0.009337607867673941,0.025131952180702057,mid
2020-03-05,-4.404429034146468,-4.1932763184712165,-2.399899036603137,0.18027812535059298,0.4683474689968351,-0.006604057186016173,-1.3876244420970674,1.4403161613187445,0.18027812535059298,0.21840203189461915,mid
2020-03-06,-4.684430947147111,-4.464461073053628,-2.4464307634389226,0.21513079610916322,0.1630432451937983,0.15558437281055634,-1.4576833952054356,1.559930444213431,0.21513079610916322,0.19073928360791018,mid
2020-03-07,-4.577392774276863,-4.372621256214986,-2.4275813185170625,0.21671957353524837,0.16119720873075297,0.15083933487723922,-1.4543101588293659,1.5519501886164633,0.21671957353524837,0.19011358491478225,mid
2020-03-08,-4.4769776197709055,-4.285900824514184,-2.4090847086245906,0.21831151171846244,0.15934946810929437,0.14607489510317676,-1.4509524553649487,1.544052071803301,0.21831151171846244,0.18948798600004435,mid
2020-03-09,-5.277166191671272,-5.052327392565488,-2.8480011762393462,0.30166235814980225,0.1846794582820805,-0.19574045208507143,-1.6940606382664796,1.6925357369650544,0.30166235814980225,-0.008723159761182823,zirp
2020-03-10,-4.992784261766052,-4.795036869718436,-2.6919419156513005,0.2823590061029592,-0.020644344355707146,-0.2132939287583651,-1.5041298238508651,1.4916485413174534,0.2823590061029592,0.20733037083496572,zirp
2020-03-11,-4.724318523210778,-4.652507021861053,-2.6907831011066548,-0.04251252328126737,0.3102920104320381,-0.266114355770878,-1.4768056194199148,1.4489323564805847,-0.04251252328126737,0.19045303829961927,zirp
2020-03-12,-4.728074064789247,-4.615176260689581,-2.8386781028962225,0.09036148163486772,0.7630516792331282,-0.7237440788225387,-1.890842586113619,1.7456622230314072,0.09036148163486772,0.5310440839363771,zirp
2020-03-13,-4.5810959908309785,-4.439534683875202,-2.748615242669305,0.20595235712829485,0.5723999470332072,-0.7541191851629027,-1.694340666523825,1.5372756958209133,0.20595235712829485,0.27948717075771135,zirp
2020-03-14,-4.48152866218159,-4.349287901845799,-2.7243551541840274,0.20659096317087566,0.5697588721519267,-0.7557807267783222,-1.676975778877281,1.5228437767315397,0.20659096317087566,0.2784402040660463,zirp
2020-03-15,-4.387824300654953,-4.264012323882285,-2.7006421388210264,0.20722992327761733,0.5671202402937202,-0.7574465461124213,-1.6599556063547034,1.5086545238933622,0.20722992327761733,-1.4474969001274562,zirp
2020-03-16,-4.992509871177886,-4.544705378538884,-2.731709997279886,1.2672215246304934,-0.744468652355723,-0.5039911898493494,-1.2985202197545123,1.208199910001512,1.2672215246304934,0.5693751644237477,zirp
2020-03-17,-4.718333262218595,-4.356176851500621,-2.513313375547223,1.082161659031551,-1.0317085669993715,-1.6152599622963142,-1.280180722612145,0.8682517031985019,1.082161659031551,0.6585954727287912,zirp
2020-03-18,-4.117656958517043,-3.8938607821275273,-2.3361725827808844,0.6920342350319357,-0.5255164121872686,-2.0804448346125843,-1.5312918306425753,0.9972424420357803,0.6920342350319357,0.96520278671871,zirp
2020-03-19,-3.734672957285831,-3.5318681888693413,-1.998724820277591,0.6599085019459974,-0.8205395642838998,-3.9060574759149014,-1.7161131281276525,0.6319389538279129,0.6599085019459974,1.421732910021776,zirp
2020-03-20,-3.174711173190247,-3.095038232331203,-2.0311092970085665,0.2705553122275044,0.10184688139140678,-3.9845497315246683,-1.8715098745442493,0.7473244461721429,0.2705553122275044,1.5137486162144294,zirp
2020-03-21,-3.137494139417065,-3.060922294813286,-2.0196037642043914,0.27156931425401776,0.09968863232318971,-3.857957469748677,-1.850232626382225,0.7413234395983435,0.27156931425401776,1.506905400199841,zirp
2020-03-22,-3.1014070390649056,-3.0277803083014843,-2.0082521307485552,0.27258449019121467,0.09752638258547254,-3.7418797960312555,-1.8294568016023887,0.7353481395399109,0.27258449019121467,1.5001179026662168,zirp
2020-03-23,-1.7139232517977387,-1.813563949467741,-1.5981170062875318,-0.31926966328667095,1.0308624771400297,-5.2555626749888456,-2.1565568085183253,0.506681312585646,-0.31926966328667095,1.2459941249208326,zirp
2020-03-24,-4.3094905389434155,-5.146739090817146,-3.781373872316531,-2.936549865323184,16.077557364247316,-5.1912947876352105,-4.007454207112437,2.5493255136544875,-2.936549865323184,0.21475602968252533,zirp
2020-03-25,-5.560699435380522,-6.2023427608018205,-4.724808430033632,-2.519149587001934,-6.367753297043561,-4.549785608000652,-4.523257136390082,3.4201513273266873,-2.519149587001934,-0.11151259310140184,zirp
2020-03-26,1.6872788390965718,-1.9611477271378164,-3.5238510733880024,-11.131463911955546,20.023493534505924,5.4340905319007895,-3.3689815259159284,5.651448484259184,-11.131463911955546,-1.8288369084313454,zirp
2020-03-27,14.818083940166556,6.502856106939897,-1.7873618765876644,-19.424004918495008,9.931910950376075,13.854553368564913,-1.2574462027929512,9.559252250091214,-19.424004918495008,-6.150333667201114,zirp
2020-03-28,12.34673206108531,6.242387742499601,-1.7790712221930107,-14.661218803114288,9.065200422101094,10.397034854770087,-1.2476239071923132,8.157457543558495,-14.661218803114288,-5.921292456291705,zirp
2020-03-29,10.79992065283019,6.010063822518669,-1.7708729732152617,-12.251780125172358,8.389439871982479,8.663145171677925,-1.2379163088528002,7.227270025283488,-12.251780125172358,-5.715284837995712,zirp
2020-03-30,6.604012982187942,2.9153129353160594,-1.7914806190518933,-8.21506000050643,5.639698263711571,5.693914098445555,-1.4218768487577875,5.161298399446601,-8.21506000050643,-4.0282566077047495,zirp
2020-03-31,2.947540971446559,-0.10130267517955796,-2.309567398761638,-5.015231950697922,4.5369122129315524,3.3852518711858446,-1.5222593761016798,3.4723956784293812,-5.015231950697922,-2.3824427940841586,zirp
2020-04-01,-3.199969395705684,-4.611003517541603,-2.0573387100307508,0.6954357093879285,-1.245235984164241,-0.7962992505337742,-0.6062146856518754,-0.22312168252716758,0.6954357093879285,1.7301730003536855,zirp
2020-04-02,-3.2984660492010054,-4.591692829854054,-2.4605736808136855,0.8433476464699379,-1.3560643701618587,-1.2092648449494774,-1.2549100427890327,-0.1332451901107081,0.8433476464699379,0.9135232506727698,zirp
2020-04-03,-3.3439541262561847,-4.55960857831534,-2.555602464574675,0.9185052855231692,-1.4570276178028356,-1.2675800468784852,-1.469312879041632,-0.04432712479121176,0.9185052855231692,0.9576976771760569,zirp
2020-04-04,-3.3006254535146815,-4.460472233751479,-2.537791405154825,0.9162965460686253,-1.4520529451424466,-1.2591133316110352,-1.4559301462859118,-0.04613920004316122,0.9162965460686253,0.9539813748794318,zirp
2020-04-05,-3.2587610893575625,-4.367167347530766,-2.52032027150778,0.9140939263369805,-1.4471097291762431,-1.2507369963770465,-1.4427559168403494,-0.04795320612986418,0.9140939263369805,0.9502786747035945,zirp
2020-04-06,-3.828550452287509,-4.809518049595996,-2.158912086775378,1.4004105484687428,-2.007758848899693,-1.9762215639681615,-1.0691749586870738,-0.8433116849518155,1.4004105484687428,1.332638845828006,zirp
2020-04-07,-3.447113267105884,-4.514617248989409,-1.670162865254032,1.0225189098210297,-1.6018829954482696,-1.5770851217574708,-0.7220572371691063,-0.7606257978969475,1.0225189098210297,0.8931554264734092,zirp
2020-04-08,-3.239343331067594,-4.417657643477345,-1.1872716657592592,0.7223108462791098,-1.446131551376434,-1.2660752698110296,-0.32527760037895304,-0.7727299081377882,0.7223108462791098,0.384697831576216,zirp
2020-04-09,-3.2682404226263366,-4.239782196607351,3.4338989379951097,0.9559737974917554,-1.3767956859102808,-1.3133074037013053,4.417844946328003,-3.7830167429337966,0.9559737974917554,0.7285819574509619,zirp
2020-04-10,-3.227438821381755,-4.158416800889594,3.398970461221857,0.9536963160526911,-1.372395359505747,-1.3058843095239714,4.19928201142297,-3.6422323482450842,0.9536963160526911,0.7586285925079705,zirp
2020-04-11,-3.1879599858321575,-4.081255344443424,3.3649908942701225,0.9514254589356667,-1.3680199585454336,-1.2985332499547493,4.049420597648317,-3.542490232394431,0.9514254589356667,0.7556717622852975,zirp
2020-04-12,-3.1497320676314566,-4.007942620954325,3.3319171699354224,0.9491611827737809,-1.3636692119662754,-1.2912528761461102,3.913530832673261,-3.4498407774409956,0.9491611827737809,0.832382960661518,zirp
2020-04-13,-3.0382616712069126,-3.7803483366380046,3.9310684138653835,1.0076850907318722,-1.3393366057164668,-1.223445210452364,4.3398217487380135,-3.690074269625013,1.0076850907318722,0.7501078154877914,zirp
2020-04-14,-2.6406059516930163,-3.48747153999688,4.001220361560501,0.603706666619703,-1.261248353202769,-0.9205266403983658,4.232926683159772,-3.4348607352669753,0.603706666619703,0.49006826722982894,zirp
2020-04-15,-2.429590693581228,-3.0364568997490964,2.001421917244588,0.767155683985382,-1.1929768096106024,-0.5486025704777358,2.614275948446012,-2.1135794905195726,0.767155683985382,0.5149507495354575,zirp
2020-04-16,-2.2236999390430032,-2.867025932161877,1.775326634352074,0.5810595425696985,-1.1319256876618689,-0.26482894038632343,2.464289041522778,-1.8319436434940473,0.5810595425696985,0.522798583109461,zirp
2020-04-17,-2.2724729615506174,-2.927059617026677,2.107937325680176,0.5883316069358624,-1.1560459336034306,-0.2745951890866197,2.836031367223097,-2.1007026808954286,0.5883316069358624,0.4575427162727635,zirp
2020-04-18,-2.256046720648035,-2.896610248002265,2.102063801434149,0.5874078047614013,-1.1530975235746557,-0.27432556356225596,2.785250107886292,-2.0777591130674398,0.5874078047614013,0.45809988230067955,zirp
2020-04-19,-2.2398963251284845,-2.866964370815815,2.0962294108201855,0.5864849361775002,-1.1501606050943682,-0.27405598984093055,2.7367419485363196,-2.0553867632549228,0.5864849361775002,0.4620211103661414,zirp
2020-04-20,-2.1907675569763287,-2.7922610498592566,1.4644853809523812,0.5820828819530025,-1.1196426411051663,-0.3751141624030018,2.2373528903505036,-1.7823301641091382,0.5820828819530025,0.5322271098690304,zirp
2020-04-21,-1.9457871571098466,-2.6745852625591953,0.9043666063492476,0.24823508247219453,-1.0162403792269088,-0.18165141700238024,1.67697426532852,-1.2741312736084276,0.24823508247219453,0.11555491583349946,zirp
2020-04-22,-1.5592256006185357,-2.4249129639148244,2.7135975492192657,-0.1892104591102736,-0.997161671961271,0.08954852353792005,3.0840835470044494,-2.094052120244381,-0.1892104591102736,-0.07698681489664391,zirp
2020-04-23,-1.4486979914718896,-2.284843102972616,2.7158067337992025,-0.2273078058154655,-0.9701795867436203,0.08844725984497263,3.1151016291149447,-2.140032237214341,-0.2273078058154655,0.07687876234141998,zirp
2020-04-24,-1.18268381904484,-2.0840655408439392,3.19172283123795,-0.4893532607348412,-0.9317100062031891,0.39108419322398,3.456223855973206,-2.227023163973833,-0.4893532607348412,-0.08039173837353428,zirp
2020-04-25,-1.178102256379711,-2.0708227617845316,3.153432712553591,-0.4876266311544197,-0.9288092583898173,0.3885103326113422,3.3679717246951344,-2.200198516935097,-0.4876266311544197,-0.07831205863196572,zirp
2020-04-26,-1.1735451776642813,-2.0577690762441203,3.1163300271375802,-0.4859017565967074,-0.9259181915772463,0.38593987261999685,3.285528168252616,-2.1741268287576165,-0.4859017565967074,-0.07622862364848113,zirp
2020-04-27,-0.8685310698922137,-1.731344179417057,1.3095434917628948,-0.6491642414488509,-0.7020580585871672,0.8070300372922083,1.8879904305512414,-0.8975386351928453,-0.6491642414488509,-0.2695271342242398,zirp
2020-04-28,-0.6092686561963923,-1.492755231656125,2.2363855661975265,-0.8393589472494304,-0.7264997270573058,1.117958234966441,2.602386598155129,-1.2546671071665074,-0.8393589472494304,-0.6658531889146849,zirp
2020-04-29,-0.5234581703804905,-1.4755240343866725,2.15440990430422,-0.9879879029371005,-0.6960346299317987,1.0769677441721381,2.510716435291032,-1.230214409772219,-0.9879879029371005,-0.6079453141334995,zirp
2020-04-30,-0.12743228620826172,-1.1626208686493045,-0.6370331413293683,-1.3427002090637732,0.08701945214882201,1.3525479225707633,0.4482519962326609,0.49582127176479823,-1.3427002090637732,-0.6601877154431239,zirp
2020-05-01,-0.32057492122365633,-1.1414909608291681,0.14709387922265452,-0.9312985457226289,-0.2929882025019672,1.2662270615321496,1.102863005012022,-0.049909874209417206,-0.9312985457226289,-0.4796818777451934,zirp
2020-05-02,-0.31909564406576635,-1.136892818869109,0.14636553791924184,-0.9280502546799704,-0.29205317285795684,1.2562844387986576,1.097938128425649,-0.051730497509226585,-0.9280502546799704,-0.47751767106028487,zirp
2020-05-03,-0.3176168242496051,-1.132317944206601,0.14563723456225677,-0.924813279554747,-0.2911184952772595,1.2464593725069246,1.093045704261203,-0.05355312717481896,-0.924813279554747,-0.4750528558887045,zirp
2020-05-04,-0.07663496435057432,-0.8902618863668617,-0.14822945899403972,-1.0679992632534132,-0.0948847141044691,1.4316469907541167,0.7623388384652761,0.31602673607545967,-1.0679992632534132,-0.6882805396675549,zirp
2020-05-05,0.4052565547633332,-0.11606822424307316,-0.10810158121511654,-0.9577368406989218,0.10454503553470677,1.8482827084072995,0.8942969925796944,0.4831336578109868,-0.9577368406989218,-0.6403801090404716,zirp
2020-05-06,0.333768573523275,-0.4070012204926672,-0.1951446114636535,-1.2125257467008308,0.10930050408420286,1.6059848886241983,0.9413152148448083,0.29858027766788287,-1.2125257467008308,-0.6021886622720419,zirp
2020-05-07,0.9599021623704646,-0.03999993162528919,-0.7928460855886977,-1.9384520821099787,0.779429257771437,2.1281956539857325,0.1399579965164908,1.2492494492583288,-1.9384520821099787,-1.1465468710568412,zirp
2020-05-08,2.000390555651853,0.8036151679248641,-1.397446596635297,-2.8272617711944275,2.1788737257066426,2.911125103729605,-0.18286471398681434,2.0104001287548523,-2.8272617711944275,-1.6406402946213638,zirp
2020-05-09,1.9896326239775353,0.8036929772534022,-1.3924223183892175,-2.7991977434866167,2.164690453915696,2.8513724907423947,-0.17991000882149433,1.9856837569750947,-2.7991977434866167,-1.6324557605521797,zirp
2020-05-10,1.9790040435072143,0.803770795515251,-1.3874298249227417,-2.771832803622957,2.150719694143954,2.794666311484787,-0.1769533081446095,1.9616252193581623,-2.771832803622957,-1.6456032710759614,zirp
2020-05-11,2.227210461577971,0.9469936676079064,-0.7942683280699342,-3.0551542263659823,1.4970637980035315,2.933747335004892,0.2441451640006873,1.7640431610367542,-3.0551542263659823,-1.7889181760548054,zirp
2020-05-12,1.185150555497529,0.6673758778262274,-1.0005549874297588,-1.411085855212217,1.1001022865401289,2.1852577201637633,0.08270384300953229,1.3953439502646066,-1.411085855212217,-0.8364238255420223,zirp
2020-05-13,1.1609983322933812,0.4148836865779106,-1.33092820253316,-1.6940946791972413,1.4762845775152544,2.176976216038759,-0.18875814973943938,1.5949036499104163,-1.6940946791972413,-0.9819238437936783,zirp
2020-05-14,1.3517731676286429,0.5624203510829179,-1.5487996753396251,-1.866898076099013,1.9722287493237214,2.252587084799014,-0.3461830762553836,1.7650333604836514,-1.866898076099013,-0.9774607603718726,zirp
2020-05-15,1.487135383281159,0.7273040662746887,-1.6971384169782038,-1.9115553898341044,2.394477152557075,2.3219709562022994,-0.4086934237950856,1.861246889667855,-1.9115553898341044,-1.0019529468168389,zirp
2020-05-16,1.4819979372099776,0.7276832560057614,-1.6898826695846163,-1.900454581322563,2.376772437027051,2.287666078168161,-0.4066280504755255,1.8404955109576984,-1.900454581322563,-0.9984915101845515,zirp
2020-05-17,1.4768939280933595,0.7280626587008259,-1.6826903376000981,-1.8894907871215556,2.3593811835823515,2.2545346845117753,-0.40456555249478976,1.8202243799540871,-1.8894907871215556,-0.9962090564461512,zirp
2020-05-18,1.7326566129803038,1.3622211707260512,-1.381997497805076,-1.5657068074244074,1.9748758861690734,2.4073380280647028,-0.17324583876043664,1.7670534919173826,-1.5657068074244074,-0.8509313286972011,zirp
2020-05-19,1.6978604349931699,1.4788953034222028,-1.62631074507049,-1.352711815126042,2.4302787109490787,2.3506636971057517,-0.29793888319911643,1.822556586015187,-1.352711815126042,-0.7033229657777436,zirp
2020-05-20,2.0867655860354417,1.9776859720518403,-1.7465155339663216,-1.4623013162792773,3.0825817397158572,2.5362938859073023,-0.36140848860869784,2.0012748819917694,-1.4623013162792773,-0.9520193730779869,zirp
2020-05-21,2.673290645524658,2.3138645198633188,-1.4134422555722321,-2.168581329608711,2.735879286014707,3.025963011457702,-0.06893927093754834,2.1533244500357775,-2.168581329608711,-1.297584848004494,zirp
2020-05-22,3.6185841424871215,2.7720942222392186,-1.1484602588778747,-3.4253264161905057,2.86444033292481,3.613338255461683,0.06745711791737541,2.5039789019232126,-3.4253264161905057,-2.1455064483512745,zirp
2020-05-23,3.5667717923847726,2.7495530563001886,-1.1452194365265054,-3.3791469976624118,2.8361013871925844,3.508743172438529,0.0679196433950067,2.4628344877032466,-3.3791469976624118,-2.1311379024953485,zirp
2020-05-24,3.516925851983674,2.7274772313077027,-1.1419922095588968,-3.334598320265612,2.8084709708889504,3.4119421217795662,0.06838223699140383,2.423299054904516,-3.334598320265612,-2.1170546278261373,zirp
2020-05-25,3.4690896817252472,2.7059785648637,-1.1387643394159923,-3.2915793130450806,2.781556657830813,3.3219906944711326,0.06855483223973077,2.385302699596502,-3.2915793130450806,-2.0990798121780925,zirp
2020-05-26,4.980927097844453,3.963063711660021,-0.8592976903234505,-4.690679446501076,3.241843383220501,4.216821295275034,0.3211580074348599,2.9367026005745767,-4.690679446501076,-2.766335913079597,zirp
2020-05-27,2.8109163979634406,2.485149018218958,-0.8199300601610785,-2.3472985096141885,1.8958276633508597,2.6879078027991876,0.363302008229886,1.7868000973970257,-2.3472985096141885,-1.3337691454067604,zirp
2020-05-28,2.429431710420355,2.460130788114493,-0.7877699225330089,-1.6429561772803878,1.6365733785688514,2.3813852175212586,0.40664516965433745,1.541397856869397,-1.6429561772803878,-0.8122087230019379,zirp
2020-05-29,2.2852113481191134,2.320556256133128,-0.7985811127415131,-1.5429054316698225,1.568823342498687,2.2921609959277123,0.3606300026377859,1.5148408554894837,-1.5429054316698225,-0.8635479728321112,zirp
2020-05-30,2.2701701416835216,2.3072565901475635,-0.7965627004536125,-1.5357573497609576,1.5620287173019238,2.2588718160672396,0.3594762831529158,1.5011228800686822,-1.5357573497609576,-0.8606758401290239,zirp
2020-05-31,2.25536324468393,2.2941410451497735,-0.7945489734928178,-1.528669704998154,1.5552899636489077,2.2266960873664967,0.358323551044298,1.4876268836107363,-1.528669704998154,-0.8579336272200582,zirp
2020-06-01,0.360159311391809,-0.16593981198322447,0.23614521140557548,-0.918150332142899,-0.063300029103056,1.0175210314559082,1.1663169967647344,0.042700216623615374,-0.918150332142899,-0.48481350703997134,zirp
2020-06-02,0.5418460564034113,0.4048621846833663,0.4541778853428517,-0.5529609188187485,-0.06040540889403361,1.1206524222854548,1.3092095949610076,0.030553175636987354,-0.5529609188187485,-0.21693402069684903,zirp
2020-06-03,1.224776198853576,1.1836466332226379,0.6287229414114791,-0.911530968641029,0.1422215243240211,1.5065531064429973,1.4909958635906526,0.21390000696882508,-0.911530968641029,-0.3768269061053608,zirp
2020-06-04,0.9874018177724206,1.1939020356335481,0.9764576210339938,-0.43191574490466655,-0.050772535580612545,1.3507058661497682,1.728135438373847,-0.062494464785647005,-0.43191574490466655,-0.17321802327765473,zirp
2020-06-05,1.2010878654864656,1.2852163541921664,2.3973492712975433,-0.7379608004937214,-0.28983861832425317,1.475825149852559,2.794754648447833,-0.6771740581752405,-0.7379608004937214,-0.3387960854647575,zirp
2020-06-06,1.1976685353079795,1.2826270981969707,2.3788180785482824,-0.7355237023724127,-0.28913688990916003,1.4628506304592421,2.7423342395428527,-0.6752484230233123,-0.7355237023724127,-0.33760073015186165,zirp
2020-06-07,1.1942644310827026,1.2800469860693908,2.360627631634583,-0.733092132468289,-0.28843540940939116,1.4500759636924658,2.6923430837678075,-0.6733272878301954,-0.733092132468289,-0.33252753182614037,zirp
2020-06-08,0.9878001248226096,1.1715011695782276,2.6634142907997997,-0.4636842454107292,-0.3873933858460606,1.3215041130473484,2.8993803125469855,-0.9428924603957243,-0.4636842454107292,-0.22074950913489375,zirp
2020-06-09,0.8593650534581487,1.0560779784029706,2.3095740245364325,-0.3568683615635831,-0.3691432796206376,1.2539068164851956,2.6016729066795716,-0.8131888903657244,-0.3568683615635831,-0.17091180579568677,zirp
2020-06-10,0.67278035974388,1.0344142433213162,1.875175797291035,-0.015345073875366088,-0.3499654861999975,1.1451090439979064,2.2243724736003556,-0.6505151706105285,-0.015345073875366088,0.09113205686161072,zirp
2020-06-11,0.42249271232614904,0.8702066128695913,1.7009740971941334,0.27118929172428846,-0.3917979947487308,0.981306899796824,2.088190939033024,-0.6961128601221994,0.27118929172428846,0.25790914008375115,zirp
2020-06-12,0.3950268078107497,0.8985430819982742,1.4638438076196467,0.36199686750186,-0.35884398140739976,0.9028815363009255,1.94605517347305,-0.6670555522123184,0.36199686750186,0.37663487153379055,zirp
