Date,Spot Date,Spot,First Delivery Date,Days to FDD,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract Discount/Premium EFP over Swaps,$4 - 50% of Uncovered Position Outside Nearby,$6 - 75% of Uncovered Position Outside Nearby,$8 - 100% of Uncovered Position Outside Nearby,,Date,Spot Date,Spot,First Notice Day,Days to FND,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract/Premium EFP over Swaps,"15c - Call to Assess Market Dynamics, Possible Sourcing Requirements, and Available Liquidity/Stock","20c for 5 Consecutive Business Days - 75% Cover, 50% Utilisation from 1st Active Contract","25c for 5 Consecutive Business Days - 100% Cover, 50% Utilisation from 1st and 2nd Active Contract",Implied in Cents,EFP in cents,Discount/Prem in Cents,,,Gold COMEX Stocks (oz),Gold Active Contract,Gold Aggregate OI,Gold Aggregate OI (oz),"Stock/
Agg OI ",,Silver COMEX Stocks ('000 oz),Silver Active Contract,Silver OI Contract,Stocks/Agg OI,Silver COMEX Stocks,Silver OI ('000 oz),Silver OI (oz)
19/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,14.5,#NAME?,4,6,8,,19/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,0.45,#NAME?,15,20,25,#NAME?,45.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,15.75,#NAME?,4,6,8,,20/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,0.41,#NAME?,15,20,25,#NAME?,41.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
23/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,16,#NAME?,4,6,8,,23/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.45%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,16,#NAME?,4,6,8,,24/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.45%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,15,#NAME?,4,6,8,,27/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.65%,#NAME?,0.57,#NAME?,15,20,25,#NAME?,57.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
30/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,12.75,#NAME?,4,6,8,,30/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.69%,#NAME?,0.53,#NAME?,15,20,25,#NAME?,53.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
31/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,14,#NAME?,4,6,8,,31/12/2024,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,0.41,#NAME?,15,20,25,#NAME?,41.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
2/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.45%,#NAME?,13.75,#NAME?,4,6,8,,2/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.62%,#NAME?,0.42,#NAME?,15,20,25,#NAME?,42.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,14.75,#NAME?,4,6,8,,3/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,0.47,#NAME?,15,20,25,#NAME?,47.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
6/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.37%,#NAME?,11.75,#NAME?,4,6,8,,6/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,0.58,#NAME?,15,20,25,#NAME?,58.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,14,#NAME?,4,6,8,,7/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,0.62,#NAME?,15,20,25,#NAME?,62.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
8/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,16.25,#NAME?,4,6,8,,8/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.20%,#NAME?,0.71,#NAME?,15,20,25,#NAME?,71.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
9/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.20%,#NAME?,19.5,#NAME?,4,6,8,,9/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.85%,#NAME?,0.8,#NAME?,15,20,25,#NAME?,80.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.90%,#NAME?,37,#NAME?,4,6,8,,10/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.60%,#NAME?,0.9,#NAME?,15,20,25,#NAME?,90.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
13/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,21,#NAME?,4,6,8,,13/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.75%,#NAME?,0.72,#NAME?,15,20,25,#NAME?,72.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
14/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,14,#NAME?,4,6,8,,14/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.80%,#NAME?,0.58,#NAME?,15,20,25,#NAME?,58.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
15/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,23,#NAME?,4,6,8,,15/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.55%,#NAME?,0.82,#NAME?,15,20,25,#NAME?,82.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
16/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,-2.00%,#NAME?,31,#NAME?,4,6,8,,16/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.20%,#NAME?,1.02,#NAME?,15,20,25,#NAME?,102.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,44,#NAME?,4,6,8,,17/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.20%,#NAME?,0.84,#NAME?,15,20,25,#NAME?,84.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,-2.00%,#NAME?,42,#NAME?,4,6,8,,20/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.80%,#NAME?,0.85,#NAME?,15,20,25,#NAME?,85.00,#NAME?,,,"  24,581,865.00 ",GCG5 Comdty,"  557,933.00 ","  55,793,300.00 ",44.1%,,"  330,737.13 ",SIH5 Comdty,"  155,662 ",42494%,"  33,073,713,000.00 ","  778,310.00 ",
21/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,15,#NAME?,4,6,8,,21/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.60%,#NAME?,0.7,#NAME?,15,20,25,#NAME?,70.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
22/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,-3.50%,#NAME?,15,#NAME?,4,6,8,,22/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.60%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
23/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,7,#NAME?,4,6,8,,23/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.60%,#NAME?,0.4,#NAME?,15,20,25,#NAME?,40.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,8,#NAME?,4,6,8,,24/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.60%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,3.5,#NAME?,4,6,8,,27/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,0.4,#NAME?,15,20,25,#NAME?,40.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,5,#NAME?,4,6,8,,28/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,0.43,#NAME?,15,20,25,#NAME?,43.00,#NAME?,,,#NAME?,GCG5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
29/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,-2.00%,#NAME?,18,#NAME?,4,6,8,,29/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.20%,#NAME?,0.78,#NAME?,15,20,25,#NAME?,78.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
30/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.60%,#NAME?,48,#NAME?,4,6,8,,30/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,1.1,#NAME?,15,20,25,#NAME?,110.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
31/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.60%,#NAME?,47,#NAME?,4,6,8,,31/1/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,1.13,#NAME?,15,20,25,#NAME?,113.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,42,#NAME?,4,6,8,,3/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.25%,#NAME?,1.16,#NAME?,15,20,25,#NAME?,116.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
4/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,32,#NAME?,4,6,8,,4/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.8,#NAME?,15,20,25,#NAME?,80.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
5/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.25%,#NAME?,24,#NAME?,4,6,8,,5/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
6/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.50%,#NAME?,23,#NAME?,4,6,8,,6/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.5,#NAME?,15,20,25,#NAME?,50.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.50%,#NAME?,27,#NAME?,4,6,8,,7/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.52,#NAME?,15,20,25,#NAME?,52.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.30%,#NAME?,26.5,#NAME?,4,6,8,,10/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.52,#NAME?,15,20,25,#NAME?,52.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
11/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.65%,#NAME?,28.5,#NAME?,4,6,8,,11/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.75%,#NAME?,0.5,#NAME?,15,20,25,#NAME?,50.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
12/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,27.5,#NAME?,4,6,8,,12/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.49,#NAME?,15,20,25,#NAME?,49.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
13/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,29,#NAME?,4,6,8,,13/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.53,#NAME?,15,20,25,#NAME?,53.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
14/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,18,#NAME?,4,6,8,,14/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.60%,#NAME?,14,#NAME?,4,6,8,,17/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.57,#NAME?,15,20,25,#NAME?,57.00,#NAME?,,,"  37,448,324.32 ",GCJ5 Comdty,"  522,932.00 ","  52,293,200.00 ",71.6%,,"  377,888.78 ",SIH5 Comdty,"  169,483 ",44593%,"  37,788,878,000.00 ","  847,415.00 ",
18/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,17,#NAME?,4,6,8,,18/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.50%,#NAME?,0.55,#NAME?,15,20,25,#NAME?,55.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
19/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.25%,#NAME?,18,#NAME?,4,6,8,,19/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0.49,#NAME?,15,20,25,#NAME?,49.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.25%,#NAME?,18,#NAME?,4,6,8,,20/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0.52,#NAME?,15,20,25,#NAME?,52.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
21/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.30%,#NAME?,15,#NAME?,4,6,8,,21/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.75%,#NAME?,0.45,#NAME?,15,20,25,#NAME?,45.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.30%,#NAME?,13,#NAME?,4,6,8,,24/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.25%,#NAME?,0.35,#NAME?,15,20,25,#NAME?,35.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
25/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.70%,#NAME?,13,#NAME?,4,6,8,,25/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.25%,#NAME?,0.3,#NAME?,15,20,25,#NAME?,30.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
26/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.80%,#NAME?,14,#NAME?,4,6,8,,26/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.70%,#NAME?,0.37,#NAME?,15,20,25,#NAME?,37.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,12.5,#NAME?,4,6,8,,27/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,12,#NAME?,4,6,8,,28/2/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0.55,#NAME?,15,20,25,#NAME?,55.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIH5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,12,#NAME?,4,6,8,,3/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0.61,#NAME?,15,20,25,#NAME?,61.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
4/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.95%,#NAME?,11,#NAME?,4,6,8,,4/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.61,#NAME?,15,20,25,#NAME?,61.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
5/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.80%,#NAME?,11,#NAME?,4,6,8,,5/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.57,#NAME?,15,20,25,#NAME?,57.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
6/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,9.5,#NAME?,4,6,8,,6/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.6,#NAME?,15,20,25,#NAME?,60.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,7.5,#NAME?,4,6,8,,7/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.52,#NAME?,15,20,25,#NAME?,52.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,6.75,#NAME?,4,6,8,,10/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.45,#NAME?,15,20,25,#NAME?,45.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
11/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,7.5,#NAME?,4,6,8,,11/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.45,#NAME?,15,20,25,#NAME?,45.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
12/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,7,#NAME?,4,6,8,,12/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.54,#NAME?,15,20,25,#NAME?,54.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
13/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,12.5,#NAME?,4,6,8,,13/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.64,#NAME?,15,20,25,#NAME?,64.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
14/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,11,#NAME?,4,6,8,,14/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.50%,#NAME?,0.67,#NAME?,15,20,25,#NAME?,67.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,8.5,#NAME?,4,6,8,,17/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.50%,#NAME?,0.58,#NAME?,15,20,25,#NAME?,58.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
18/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.10%,#NAME?,7.5,#NAME?,4,6,8,,18/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.25%,#NAME?,0.7,#NAME?,15,20,25,#NAME?,70.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
19/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.15%,#NAME?,9.5,#NAME?,4,6,8,,19/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.73,#NAME?,15,20,25,#NAME?,73.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,8.5,#NAME?,4,6,8,,20/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.25%,#NAME?,0.57,#NAME?,15,20,25,#NAME?,57.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
