Date,Spot Date,Spot,First Delivery Date,Days to FDD,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract Discount/Premium EFP over Swaps,$4 - 50% of Uncovered Position Outside Nearby,$6 - 75% of Uncovered Position Outside Nearby,$8 - 100% of Uncovered Position Outside Nearby,,Date,Spot Date,Spot,First Notice Day,Days to FND,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract/Premium EFP over Swaps,"15c - Call to Assess Market Dynamics, Possible Sourcing Requirements, and Available Liquidity/Stock","20c for 5 Consecutive Business Days - 75% Cover, 50% Utilisation from 1st Active Contract","25c for 5 Consecutive Business Days - 100% Cover, 50% Utilisation from 1st and 2nd Active Contract",Implied in Cents,EFP in cents,Discount/Prem in Cents,,,Gold COMEX Stocks (oz),Gold Active Contract,Gold Aggregate OI,Gold Aggregate OI (oz),"Stock/
Agg OI ",,Silver COMEX Stocks ('000 oz),Silver Active Contract,Silver OI Contract,Stocks/Agg OI,Silver COMEX Stocks,Silver OI ('000 oz),Silver OI (oz)
21/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,6,#NAME?,4,6,8,,21/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.25%,#NAME?,0.53,#NAME?,15,20,25,#NAME?,53.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,5.5,#NAME?,4,6,8,,24/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.50%,#NAME?,0.52,#NAME?,15,20,25,#NAME?,52.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
25/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,5,#NAME?,4,6,8,,25/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-0.50%,#NAME?,0.55,#NAME?,15,20,25,#NAME?,55.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
26/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,8,#NAME?,4,6,8,,26/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-0.50%,#NAME?,0.58,#NAME?,15,20,25,#NAME?,58.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,8,#NAME?,4,6,8,,27/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.56,#NAME?,15,20,25,#NAME?,56.00,#NAME?,,,#NAME?,GCJ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.20%,#NAME?,35,#NAME?,4,6,8,,28/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.75,#NAME?,15,20,25,#NAME?,75.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
31/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.15%,#NAME?,34,#NAME?,4,6,8,,31/3/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.68,#NAME?,15,20,25,#NAME?,68.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
1/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,32,#NAME?,4,6,8,,1/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.50%,#NAME?,0.72,#NAME?,15,20,25,#NAME?,72.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
2/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.95%,#NAME?,36,#NAME?,4,6,8,,2/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.75,#NAME?,15,20,25,#NAME?,75.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.10%,#NAME?,22,#NAME?,4,6,8,,3/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.11,#NAME?,15,20,25,#NAME?,11.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
4/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.05%,#NAME?,18,#NAME?,4,6,8,,4/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0,#NAME?,15,20,25,#NAME?,0.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.88%,#NAME?,17,#NAME?,4,6,8,,7/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0,#NAME?,15,20,25,#NAME?,0.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
8/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.90%,#NAME?,14,#NAME?,4,6,8,,8/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.80%,#NAME?,-0.02,#NAME?,15,20,25,#NAME?,-2.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
9/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.15%,#NAME?,17.5,#NAME?,4,6,8,,9/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,-0.02,#NAME?,15,20,25,#NAME?,-2.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,16.5,#NAME?,4,6,8,,10/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.50%,#NAME?,-0.06,#NAME?,15,20,25,#NAME?,-6.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
14/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.45%,#NAME?,16.5,#NAME?,4,6,8,,14/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,-0.025,#NAME?,15,20,25,#NAME?,-2.50,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
15/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.45%,#NAME?,16.5,#NAME?,4,6,8,,15/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,-0.025,#NAME?,15,20,25,#NAME?,-2.50,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
16/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,16.5,#NAME?,4,6,8,,16/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,0.02,#NAME?,15,20,25,#NAME?,2.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,13.5,#NAME?,4,6,8,,17/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,0.015,#NAME?,15,20,25,#NAME?,1.50,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
21/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,12,#NAME?,4,6,8,,21/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,-0.015,#NAME?,15,20,25,#NAME?,-1.50,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.38%,#NAME?,10.75,#NAME?,4,6,8,,24/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,-0.01,#NAME?,15,20,25,#NAME?,-1.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
25/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,10.25,#NAME?,4,6,8,,25/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,-0.04,#NAME?,15,20,25,#NAME?,-4.00,#NAME?,,,#NAME?,GCM25 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,10.5,#NAME?,4,6,8,,28/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0,#NAME?,15,20,25,#NAME?,0.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
29/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.48%,#NAME?,10.25,#NAME?,4,6,8,,29/4/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0,#NAME?,15,20,25,#NAME?,0.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIK5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.53%,#NAME?,7.25,#NAME?,4,6,8,,7/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.18,#NAME?,15,20,25,#NAME?,18.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
8/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.53%,#NAME?,5.5,#NAME?,4,6,8,,8/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.155,#NAME?,15,20,25,#NAME?,15.50,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
12/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.53%,#NAME?,3.75,#NAME?,4,6,8,,12/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.18,#NAME?,15,20,25,#NAME?,18.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
13/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.58%,#NAME?,4.5,#NAME?,4,6,8,,13/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.165,#NAME?,15,20,25,#NAME?,16.50,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
19/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,2.95,#NAME?,4,6,8,,19/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.1475,#NAME?,15,20,25,#NAME?,14.75,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.58%,#NAME?,3,#NAME?,4,6,8,,20/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.14,#NAME?,15,20,25,#NAME?,14.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
21/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,2.25,#NAME?,4,6,8,,21/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.18,#NAME?,15,20,25,#NAME?,18.00,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
22/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,-1,#NAME?,4,6,8,,22/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.155,#NAME?,15,20,25,#NAME?,15.50,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
23/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.62%,#NAME?,0,#NAME?,4,6,8,,23/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.145,#NAME?,15,20,25,#NAME?,14.50,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,-1.5,#NAME?,4,6,8,,27/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.125,#NAME?,15,20,25,#NAME?,12.50,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,-1.5,#NAME?,4,6,8,,28/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.1375,#NAME?,15,20,25,#NAME?,13.75,#NAME?,,,#NAME?,GCM5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
29/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,25,#NAME?,4,6,8,,29/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.15%,#NAME?,0.12,#NAME?,15,20,25,#NAME?,12.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
30/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.53%,#NAME?,24,#NAME?,4,6,8,,30/5/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.15%,#NAME?,0.11,#NAME?,15,20,25,#NAME?,11.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
2/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,24.5,#NAME?,4,6,8,,2/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.20%,#NAME?,0.17,#NAME?,15,20,25,#NAME?,17.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,24.75,#NAME?,4,6,8,,3/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,0.17,#NAME?,15,20,25,#NAME?,17.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
4/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.65%,#NAME?,24.5,#NAME?,4,6,8,,4/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,0.16,#NAME?,15,20,25,#NAME?,16.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
5/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.63%,#NAME?,23.5,#NAME?,4,6,8,,5/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,0.15,#NAME?,15,20,25,#NAME?,15.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
6/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.58%,#NAME?,22,#NAME?,4,6,8,,6/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.70%,#NAME?,0.155,#NAME?,15,20,25,#NAME?,15.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
9/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.58%,#NAME?,21,#NAME?,4,6,8,,9/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.70%,#NAME?,0.155,#NAME?,15,20,25,#NAME?,15.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,20.75,#NAME?,4,6,8,,10/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.70%,#NAME?,0.1455,#NAME?,15,20,25,#NAME?,14.55,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
11/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.52%,#NAME?,20.75,#NAME?,4,6,8,,11/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.65%,#NAME?,0.125,#NAME?,15,20,25,#NAME?,12.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
13/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,20.75,#NAME?,4,6,8,,13/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.10%,#NAME?,0.065,#NAME?,15,20,25,#NAME?,6.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
16/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,19.75,#NAME?,4,6,8,,16/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.10%,#NAME?,0.08,#NAME?,15,20,25,#NAME?,8.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,18.5,#NAME?,4,6,8,,17/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.10%,#NAME?,0.06,#NAME?,15,20,25,#NAME?,6.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
18/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,18.5,#NAME?,4,6,8,,18/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.10%,#NAME?,0.07,#NAME?,15,20,25,#NAME?,7.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
20/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,16,#NAME?,4,6,8,,20/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.20%,#NAME?,0.01,#NAME?,15,20,25,#NAME?,1.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
23/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,15.75,#NAME?,4,6,8,,23/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.50%,#NAME?,0.04,#NAME?,15,20,25,#NAME?,4.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.63%,#NAME?,13.25,#NAME?,4,6,8,,24/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.80%,#NAME?,0.04,#NAME?,15,20,25,#NAME?,4.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
25/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,14.25,#NAME?,4,6,8,,25/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.80%,#NAME?,0.035,#NAME?,15,20,25,#NAME?,3.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
27/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,12,#NAME?,4,6,8,,27/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.00%,#NAME?,0.015,#NAME?,15,20,25,#NAME?,1.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
30/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,12.25,#NAME?,4,6,8,,30/6/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.90%,#NAME?,0.22,#NAME?,15,20,25,#NAME?,22.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIU5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
1/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.57%,#NAME?,12,#NAME?,4,6,8,,1/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0.21,#NAME?,15,20,25,#NAME?,21.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
2/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,10.5,#NAME?,4,6,8,,2/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.00%,#NAME?,0.19,#NAME?,15,20,25,#NAME?,19.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
3/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.55%,#NAME?,10,#NAME?,4,6,8,,3/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.30%,#NAME?,0.215,#NAME?,15,20,25,#NAME?,21.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.53%,#NAME?,9.5,#NAME?,4,6,8,,7/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.30%,#NAME?,0.18,#NAME?,15,20,25,#NAME?,18.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
8/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,8.75,#NAME?,4,6,8,,8/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,3.25%,#NAME?,0.165,#NAME?,15,20,25,#NAME?,16.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
9/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,8.5,#NAME?,4,6,8,,9/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.80%,#NAME?,0.22,#NAME?,15,20,25,#NAME?,22.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
10/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.42%,#NAME?,10,#NAME?,4,6,8,,10/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.75%,#NAME?,0.34,#NAME?,15,20,25,#NAME?,34.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
11/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,14,#NAME?,4,6,8,,11/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.50%,#NAME?,0.68,#NAME?,15,20,25,#NAME?,68.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
