,Date,Open,High,Low,Close,Volume,Ticker
18/12/1900,27/08/2025,39.68,39.71,39.145,39.676,2264,SIA Comdty
19/12/1900,28/08/2025,39.67,40.32,39.67,40.175,1565,SIA Comdty
20/12/1900,29/08/2025,40.165,41.33,39.825,41.202,1478,SIA Comdty
21/12/1900,30/08/2025,40.165,41.33,39.825,41.202,1478,SIA Comdty
22/12/1900,31/08/2025,40.165,41.33,39.825,41.202,1478,SIA Comdty
23/12/1900,01/09/2025,40.165,41.33,39.825,41.202,1478,SIA Comdty
24/12/1900,02/09/2025,41.115,42.48,41.115,42.078,3796,SIA Comdty
25/12/1900,03/09/2025,42.15,42.77,41.95,42.549,1979,SIA Comdty
26/12/1900,04/09/2025,42.285,42.285,41.565,41.907,1447,SIA Comdty
27/12/1900,05/09/2025,41.75,42.575,41.735,42.038,1964,SIA Comdty
28/12/1900,06/09/2025,41.75,42.575,41.735,42.038,1964,SIA Comdty
29/12/1900,07/09/2025,41.75,42.575,41.735,42.038,1964,SIA Comdty
30/12/1900,08/09/2025,41.985,42.835,41.59,42.386,2545,SIA Comdty
31/12/1900,09/09/2025,42.39,42.54,41.73,41.822,2714,SIA Comdty
01/01/1901,10/09/2025,41.81,42.26,41.665,42.08,1475,SIA Comdty
02/01/1901,11/09/2025,42.13,42.76,41.82,42.632,2019,SIA Comdty
03/01/1901,12/09/2025,42.51,43.46,42.42,43.322,2265,SIA Comdty
04/01/1901,13/09/2025,42.51,43.46,42.42,43.322,2265,SIA Comdty
05/01/1901,14/09/2025,42.51,43.46,42.42,43.322,2265,SIA Comdty
06/01/1901,15/09/2025,43.165,43.73,42.97,43.459,2704,SIA Comdty
07/01/1901,16/09/2025,43.68,43.905,43.12,43.415,2403,SIA Comdty
08/01/1901,17/09/2025,43.38,43.43,42,42.644,2538,SIA Comdty
09/01/1901,18/09/2025,42.535,42.735,42.025,42.608,1099,SIA Comdty
10/01/1901,19/09/2025,42.58,43.9,42.455,43.448,1498,SIA Comdty
11/01/1901,20/09/2025,42.58,43.9,42.455,43.448,1498,SIA Comdty
12/01/1901,21/09/2025,42.58,43.9,42.455,43.448,1498,SIA Comdty
13/01/1901,22/09/2025,43.895,44.89,43.865,44.722,3369,SIA Comdty
14/01/1901,23/09/2025,44.785,45.29,44.5,45.121,2150,SIA Comdty
15/01/1901,24/09/2025,44.77,45.13,44.44,44.706,2030,SIA Comdty
16/01/1901,25/09/2025,44.69,46.015,44.6,45.64,3854,SIA Comdty
17/01/1901,26/09/2025,46.005,47.485,45.435,47.201,3185,SIA Comdty
18/01/1901,27/09/2025,46.005,47.485,45.435,47.201,3185,SIA Comdty
19/01/1901,28/09/2025,46.005,47.485,45.435,47.201,3185,SIA Comdty
20/01/1901,29/09/2025,46.97,47.94,46.845,47.577,4394,SIA Comdty
21/01/1901,30/09/2025,47.56,47.92,46.56,47.2,3681,SIA Comdty
22/01/1901,01/10/2025,47.41,48.53,47.41,48.24,4216,SIA Comdty
23/01/1901,02/10/2025,47.935,48.535,46.3,46.928,4762,SIA Comdty
24/01/1901,03/10/2025,47.4,48.88,47.105,48.533,4630,SIA Comdty
25/01/1901,04/10/2025,47.4,48.88,47.105,48.533,4630,SIA Comdty
26/01/1901,05/10/2025,47.4,48.88,47.105,48.533,4630,SIA Comdty
27/01/1901,06/10/2025,48.61,49.165,48.48,49.026,4841,SIA Comdty
28/01/1901,07/10/2025,49.085,49.12,47.625,48.098,5373,SIA Comdty
29/01/1901,08/10/2025,48.225,49.765,48.155,49.58,5940,SIA Comdty
30/01/1901,09/10/2025,49.05,50.555,47.47,47.707,16359,SIA Comdty
31/01/1901,10/10/2025,48.305,49.155,47.25,47.807,8586,SIA Comdty
01/02/1901,11/10/2025,48.305,49.155,47.25,47.807,8586,SIA Comdty
02/02/1901,12/10/2025,48.305,49.155,47.25,47.807,8586,SIA Comdty
03/02/1901,13/10/2025,47.985,51.41,47.96,50.993,7580,SIA Comdty
04/02/1901,14/10/2025,51.3,53.045,49.3,51.19,8034,SIA Comdty
05/02/1901,15/10/2025,51.005,53.2,50.885,51.949,7824,SIA Comdty
06/02/1901,16/10/2025,53.095,54.19,51.765,53.873,8533,SIA Comdty
07/02/1901,17/10/2025,54.195,54.33,50.24,50.671,8217,SIA Comdty
08/02/1901,18/10/2025,54.195,54.33,50.24,50.671,8217,SIA Comdty
09/02/1901,19/10/2025,54.195,54.33,50.24,50.671,8217,SIA Comdty
10/02/1901,20/10/2025,51.3,52.385,50.665,51.953,8132,SIA Comdty
11/02/1901,21/10/2025,52.005,52.15,47.71,48.269,7938,SIA Comdty
12/02/1901,22/10/2025,48.62,49.205,47.445,48.237,6277,SIA Comdty
13/02/1901,23/10/2025,48.715,49.755,48.2,49.268,3124,SIA Comdty
14/02/1901,24/10/2025,49.195,49.33,47.97,49.157,3776,SIA Comdty
15/02/1901,25/10/2025,49.195,49.33,47.97,49.157,3776,SIA Comdty
16/02/1901,26/10/2025,49.195,49.33,47.97,49.157,3776,SIA Comdty
17/02/1901,27/10/2025,48.97,49.16,46.625,47.333,7608,SIA Comdty
18/02/1901,28/10/2025,47.395,47.92,46.1,47.885,7350,SIA Comdty
19/02/1901,29/10/2025,47.8,49.06,47.645,48.488,6308,SIA Comdty
20/02/1901,30/10/2025,48.045,49.4,47.685,49.209,3336,SIA Comdty
21/02/1901,31/10/2025,49.23,49.58,48.63,48.752,3729,SIA Comdty
22/02/1901,01/11/2025,49.23,49.58,48.63,48.752,3729,SIA Comdty
23/02/1901,02/11/2025,49.23,49.58,48.63,48.752,3729,SIA Comdty
24/02/1901,03/11/2025,48.82,49.405,48.365,48.641,4666,SIA Comdty
25/02/1901,04/11/2025,48.475,48.53,47.23,47.866,5115,SIA Comdty
26/02/1901,05/11/2025,47.38,48.64,47.13,48.604,4230,SIA Comdty
27/02/1901,06/11/2025,48.485,49.195,47.99,48.535,7354,SIA Comdty
28/02/1901,07/11/2025,48.42,49.3,48.42,48.746,16996,SIA Comdty
01/03/1901,08/11/2025,48.42,49.3,48.42,48.746,16996,SIA Comdty
02/03/1901,09/11/2025,48.42,49.3,48.42,48.746,16996,SIA Comdty
03/03/1901,10/11/2025,48.865,51.085,48.865,50.922,15494,SIA Comdty
04/03/1901,11/11/2025,51.05,51.735,50.8,51.367,19094,SIA Comdty
05/03/1901,12/11/2025,51.75,54.285,51.39,54.116,25043,SIA Comdty
06/03/1901,13/11/2025,54,55.06,52.66,53.837,23516,SIA Comdty
07/03/1901,14/11/2025,52.815,54.01,50.5,51.324,19950,SIA Comdty
08/03/1901,15/11/2025,52.815,54.01,50.5,51.324,19950,SIA Comdty
09/03/1901,16/11/2025,52.815,54.01,50.5,51.324,19950,SIA Comdty
10/03/1901,17/11/2025,51.075,51.725,49.97,51.343,13202,SIA Comdty
11/03/1901,18/11/2025,50.69,51.67,49.745,51.146,15446,SIA Comdty
12/03/1901,19/11/2025,51.185,52.88,50.8,51.503,23690,SIA Comdty
13/03/1901,20/11/2025,51.83,52.225,50.58,50.956,26129,SIA Comdty
14/03/1901,21/11/2025,51,51.205,48.71,50.556,33309,SIA Comdty
15/03/1901,22/11/2025,51,51.205,48.71,50.556,33309,SIA Comdty
16/03/1901,23/11/2025,51,51.205,48.71,50.556,33309,SIA Comdty
17/03/1901,24/11/2025,50.53,51.87,50.04,50.96,31555,SIA Comdty
18/03/1901,25/11/2025,51.825,52.18,50.96,51.629,101635,SIA Comdty
19/03/1901,26/11/2025,51.75,53.79,51.545,53.607,86093,SIA Comdty
20/03/1901,27/11/2025,51.75,53.79,51.545,53.607,86093,SIA Comdty
21/03/1901,28/11/2025,53.755,57.245,53.22,57.163,97730,SIA Comdty
22/03/1901,29/11/2025,53.755,57.245,53.22,57.163,97730,SIA Comdty
23/03/1901,30/11/2025,53.755,57.245,53.22,57.163,97730,SIA Comdty
24/03/1901,01/12/2025,57,59.435,56.85,59.142,141445,SIA Comdty
25/03/1901,02/12/2025,58.45,59.32,57.225,58.703,108758,SIA Comdty
26/03/1901,03/12/2025,59.16,59.655,58.21,58.62,103402,SIA Comdty
27/03/1901,04/12/2025,58.98,59.235,56.85,57.491,99355,SIA Comdty
28/03/1901,05/12/2025,57.56,59.9,57.32,59.053,104519,SIA Comdty
29/03/1901,06/12/2025,57.56,59.9,57.32,59.053,104519,SIA Comdty
30/03/1901,07/12/2025,57.56,59.9,57.32,59.053,104519,SIA Comdty
31/03/1901,08/12/2025,58.765,59.07,57.77,58.405,61212,SIA Comdty
01/04/1901,09/12/2025,58.515,61.295,57.99,60.84,118783,SIA Comdty
02/04/1901,10/12/2025,61.11,62.39,60.55,61.029,119065,SIA Comdty
03/04/1901,11/12/2025,62.235,64.72,61.78,64.592,134400,SIA Comdty
04/04/1901,12/12/2025,63.985,65.085,61.015,62.007,189230,SIA Comdty
05/04/1901,13/12/2025,63.985,65.085,61.015,62.007,189230,SIA Comdty
06/04/1901,14/12/2025,63.985,65.085,61.015,62.007,189230,SIA Comdty
07/04/1901,15/12/2025,62.025,64.26,61.605,63.589,112645,SIA Comdty
08/04/1901,16/12/2025,64.11,64.205,62.115,63.323,95991,SIA Comdty
09/04/1901,17/12/2025,63.795,67.18,63.725,66.901,147107,SIA Comdty
10/04/1901,18/12/2025,66.51,66.825,64.675,65.219,111668,SIA Comdty
11/04/1901,19/12/2025,65.415,67.68,64.465,67.489,96489,SIA Comdty
12/04/1901,20/12/2025,65.415,67.68,64.465,67.489,96489,SIA Comdty
13/04/1901,21/12/2025,65.415,67.68,64.465,67.489,96489,SIA Comdty
14/04/1901,22/12/2025,67.55,69.525,67.47,68.565,98556,SIA Comdty
15/04/1901,23/12/2025,69.08,71.795,68.725,71.137,128796,SIA Comdty
16/04/1901,24/12/2025,71.68,72.75,70.16,71.685,95689,SIA Comdty
17/04/1901,25/12/2025,71.68,72.75,70.16,71.685,95689,SIA Comdty
18/04/1901,26/12/2025,72.725,79.7,72.72,77.196,173542,SIA Comdty
19/04/1901,27/12/2025,72.725,79.7,72.72,77.196,173542,SIA Comdty
20/04/1901,28/12/2025,72.725,79.7,72.72,77.196,173542,SIA Comdty
21/04/1901,29/12/2025,80,82.67,70.215,70.46,253366,SIA Comdty
22/04/1901,30/12/2025,71.685,78.065,70.67,77.919,170489,SIA Comdty
23/04/1901,31/12/2025,76.065,76.275,69.255,70.603,148597,SIA Comdty
24/04/1901,01/01/2026,76.065,76.275,69.255,70.603,148597,SIA Comdty
25/04/1901,02/01/2026,71.5,74.21,70.515,71.015,102054,SIA Comdty
26/04/1901,03/01/2026,71.5,74.21,70.515,71.015,102054,SIA Comdty
27/04/1901,04/01/2026,71.5,74.21,70.515,71.015,102054,SIA Comdty
28/04/1901,05/01/2026,73.08,77.835,72.505,76.657,134969,SIA Comdty
29/04/1901,06/01/2026,76.53,81.485,75.7,81.039,140621,SIA Comdty
30/04/1901,07/01/2026,81.285,82.585,76.08,77.613,152706,SIA Comdty
01/05/1901,08/01/2026,77.96,78.9,73.53,75.144,125461,SIA Comdty
02/05/1901,09/01/2026,76.675,80.465,75.15,79.341,120865,SIA Comdty
03/05/1901,10/01/2026,76.675,80.465,75.15,79.341,120865,SIA Comdty
04/05/1901,11/01/2026,76.675,80.465,75.15,79.341,120865,SIA Comdty
05/05/1901,12/01/2026,80.505,86.34,79.9,85.091,150778,SIA Comdty
06/05/1901,13/01/2026,85.36,89.215,83.355,86.338,163536,SIA Comdty
07/05/1901,14/01/2026,86.9,93.56,86.75,91.385,215463,SIA Comdty
08/05/1901,15/01/2026,93.4,93.7,86.125,92.347,208029,SIA Comdty
09/05/1901,16/01/2026,92.295,92.645,86.57,88.537,159619,SIA Comdty
10/05/1901,17/01/2026,92.295,92.645,86.57,88.537,159619,SIA Comdty
11/05/1901,18/01/2026,92.295,92.645,86.57,88.537,159619,SIA Comdty
12/05/1901,19/01/2026,92.295,92.645,86.57,88.537,159619,SIA Comdty
13/05/1901,20/01/2026,90.605,95.78,90.5,94.636,199925,SIA Comdty
14/05/1901,21/01/2026,94.55,95.53,90.15,92.637,128648,SIA Comdty
15/05/1901,22/01/2026,92.79,96.735,90.68,96.372,108415,SIA Comdty
16/05/1901,23/01/2026,96.32,103.53,96.22,101.333,139089,SIA Comdty
17/05/1901,24/01/2026,96.32,103.53,96.22,101.333,139089,SIA Comdty
18/05/1901,25/01/2026,96.32,103.53,96.22,101.333,139089,SIA Comdty
19/05/1901,26/01/2026,104.5999985,115.6800003,103.3099976,114.7050018,190784,SIA Comdty
