,Date,Open,High,Low,Close,Volume,Ticker
09/04/1900,17/12/2024,32.6,32.6,32.55,32.473,9,SIA Comdty
10/04/1900,18/12/2024,32.225,32.225,31.48,32.321,12,SIA Comdty
11/04/1900,19/12/2024,30.815,30.815,30.79,30.97,9,SIA Comdty
12/04/1900,20/12/2024,31.78,31.83,31.78,31.5,21,SIA Comdty
13/04/1900,21/12/2024,31.78,31.83,31.78,31.5,21,SIA Comdty
14/04/1900,22/12/2024,31.78,31.83,31.78,31.5,21,SIA Comdty
15/04/1900,23/12/2024,31.78,31.83,31.78,31.752,21,SIA Comdty
16/04/1900,24/12/2024,31.78,31.83,31.78,31.846,21,SIA Comdty
17/04/1900,25/12/2024,31.78,31.83,31.78,31.846,21,SIA Comdty
18/04/1900,26/12/2024,31.78,31.83,31.78,31.988,21,SIA Comdty
19/04/1900,27/12/2024,31.625,31.625,31.575,31.603,9,SIA Comdty
20/04/1900,28/12/2024,31.625,31.625,31.575,31.603,9,SIA Comdty
21/04/1900,29/12/2024,31.625,31.625,31.575,31.603,9,SIA Comdty
22/04/1900,30/12/2024,31.595,31.595,31.005,31.09,15,SIA Comdty
23/04/1900,31/12/2024,31.595,31.595,31.005,30.965,15,SIA Comdty
24/04/1900,01/01/2025,31.595,31.595,31.005,30.965,15,SIA Comdty
25/04/1900,02/01/2025,31.595,31.595,31.005,31.56,15,SIA Comdty
26/04/1900,03/01/2025,31.595,31.595,31.005,31.698,4,SIA Comdty
27/04/1900,04/01/2025,31.595,31.595,31.005,31.698,4,SIA Comdty
28/04/1900,05/01/2025,31.595,31.595,31.005,31.698,4,SIA Comdty
29/04/1900,06/01/2025,31.595,31.595,31.005,32.16,26,SIA Comdty
30/04/1900,07/01/2025,31.595,31.595,31.005,32.382,13,SIA Comdty
01/05/1900,08/01/2025,31.595,31.595,31.005,32.381,2,SIA Comdty
02/05/1900,09/01/2025,31.595,31.595,31.005,32.691,2,SIA Comdty
03/05/1900,10/01/2025,31.595,31.595,31.005,32.983,9,SIA Comdty
04/05/1900,11/01/2025,31.595,31.595,31.005,32.983,9,SIA Comdty
05/05/1900,12/01/2025,31.595,31.595,31.005,32.983,9,SIA Comdty
06/05/1900,13/01/2025,31.595,31.595,31.005,31.93,5,SIA Comdty
07/05/1900,14/01/2025,31.595,31.595,31.005,32.001,2,SIA Comdty
08/05/1900,15/01/2025,31.595,31.595,31.005,33.14,9,SIA Comdty
09/05/1900,16/01/2025,33.43,33.43,33.4,33.369,13,SIA Comdty
10/05/1900,17/01/2025,33.43,33.43,33.4,32.819,13,SIA Comdty
11/05/1900,18/01/2025,33.43,33.43,33.4,32.819,13,SIA Comdty
12/05/1900,19/01/2025,33.43,33.43,33.4,32.819,13,SIA Comdty
13/05/1900,20/01/2025,33.43,33.43,33.4,32.819,13,SIA Comdty
14/05/1900,21/01/2025,32.6,33.15,32.5,33.225,31,SIA Comdty
15/05/1900,22/01/2025,32.6,33.15,32.5,33.153,2,SIA Comdty
16/05/1900,23/01/2025,32.6,32.6,32.2,32.558,25,SIA Comdty
17/05/1900,24/01/2025,32.6,32.6,32.2,32.888,6,SIA Comdty
18/05/1900,25/01/2025,32.6,32.6,32.2,32.888,6,SIA Comdty
19/05/1900,26/01/2025,32.6,32.6,32.2,32.888,6,SIA Comdty
20/05/1900,27/01/2025,32.25,32.25,32,32.145,19,SIA Comdty
21/05/1900,28/01/2025,32.2,32.22,32,32.583,50,SIA Comdty
22/05/1900,29/01/2025,33.335,33.335,33.335,33.091,2,SIA Comdty
23/05/1900,30/01/2025,34.26,34.26,34.26,34.179,18,SIA Comdty
24/05/1900,31/01/2025,34.26,34.26,34.26,33.924,2,SIA Comdty
25/05/1900,01/02/2025,34.26,34.26,34.26,33.924,2,SIA Comdty
26/05/1900,02/02/2025,34.26,34.26,34.26,33.924,2,SIA Comdty
27/05/1900,03/02/2025,34.26,34.26,34.26,34.072,39,SIA Comdty
28/05/1900,04/02/2025,34.63,34.64,34.535,34.617,43,SIA Comdty
29/05/1900,05/02/2025,34.63,34.64,34.535,34.538,2,SIA Comdty
30/05/1900,06/02/2025,34.63,34.64,34.535,34.217,1,SIA Comdty
31/05/1900,07/02/2025,34.63,34.64,34.535,34.165,59,SIA Comdty
01/06/1900,08/02/2025,34.63,34.64,34.535,34.165,59,SIA Comdty
02/06/1900,09/02/2025,34.63,34.64,34.535,34.165,59,SIA Comdty
03/06/1900,10/02/2025,34.63,34.64,34.535,34.254,60,SIA Comdty
04/06/1900,11/02/2025,34.63,34.64,34.535,34.115,20,SIA Comdty
05/06/1900,12/02/2025,34.63,34.64,34.535,34.622,7,SIA Comdty
06/06/1900,13/02/2025,34.63,34.64,34.535,34.59,37,SIA Comdty
07/06/1900,14/02/2025,34.715,34.715,34.715,34.714,30,SIA Comdty
08/06/1900,15/02/2025,34.715,34.715,34.715,34.714,30,SIA Comdty
09/06/1900,16/02/2025,34.715,34.715,34.715,34.714,30,SIA Comdty
10/06/1900,17/02/2025,34.715,34.715,34.715,34.714,30,SIA Comdty
11/06/1900,18/02/2025,34.795,34.795,34.75,35.219,14,SIA Comdty
12/06/1900,19/02/2025,34.895,34.895,34.895,34.826,13,SIA Comdty
13/06/1900,20/02/2025,35.09,35.27,35.09,35.276,23,SIA Comdty
14/06/1900,21/02/2025,34.835,34.835,34.835,34.818,18,SIA Comdty
15/06/1900,22/02/2025,34.835,34.835,34.835,34.818,18,SIA Comdty
16/06/1900,23/02/2025,34.835,34.835,34.835,34.818,18,SIA Comdty
17/06/1900,24/02/2025,34.685,34.695,34.425,34.403,20,SIA Comdty
18/06/1900,25/02/2025,34.26,34.26,33.4,33.607,26,SIA Comdty
19/06/1900,26/02/2025,33.73,33.73,33.73,34.063,17,SIA Comdty
20/06/1900,27/02/2025,33.75,33.855,33.26,33.583,29,SIA Comdty
21/06/1900,28/02/2025,32.85,32.85,32.85,32.964,20,SIA Comdty
22/06/1900,01/03/2025,32.85,32.85,32.85,32.964,20,SIA Comdty
23/06/1900,02/03/2025,32.85,32.85,32.85,32.964,20,SIA Comdty
24/06/1900,03/03/2025,33.33,33.87,33.33,33.744,40,SIA Comdty
25/06/1900,04/03/2025,33.63,33.865,33.63,33.784,52,SIA Comdty
26/06/1900,05/03/2025,34.155,34.62,34.155,34.531,38,SIA Comdty
27/06/1900,06/03/2025,34.39,34.635,34.39,34.731,36,SIA Comdty
28/06/1900,07/03/2025,34.35,34.555,34.195,34.195,24,SIA Comdty
29/06/1900,08/03/2025,34.35,34.555,34.195,34.195,24,SIA Comdty
30/06/1900,09/03/2025,34.35,34.555,34.195,34.195,24,SIA Comdty
01/07/1900,10/03/2025,34.245,34.245,34.245,33.879,34,SIA Comdty
02/07/1900,11/03/2025,34.63,34.63,34.63,34.45,16,SIA Comdty
03/07/1900,12/03/2025,34.83,34.83,34.83,35.053,18,SIA Comdty
04/07/1900,13/03/2025,35.05,35.05,35.05,35.625,23,SIA Comdty
05/07/1900,14/03/2025,35.675,35.79,35.675,35.766,29,SIA Comdty
06/07/1900,15/03/2025,35.675,35.79,35.675,35.766,29,SIA Comdty
07/07/1900,16/03/2025,35.675,35.79,35.675,35.766,29,SIA Comdty
08/07/1900,17/03/2025,35.665,35.665,35.64,35.648,49,SIA Comdty
09/07/1900,18/03/2025,36.06,36.06,36.06,36.149,106,SIA Comdty
10/07/1900,19/03/2025,35.61,35.61,35.56,35.548,39,SIA Comdty
11/07/1900,20/03/2025,35.61,35.61,35.56,35.316,39,SIA Comdty
12/07/1900,21/03/2025,35.61,35.61,35.56,34.757,12,SIA Comdty
13/07/1900,22/03/2025,35.61,35.61,35.56,34.757,12,SIA Comdty
14/07/1900,23/03/2025,35.61,35.61,35.56,34.757,12,SIA Comdty
15/07/1900,24/03/2025,34.76,34.76,34.76,34.741,99,SIA Comdty
16/07/1900,25/03/2025,34.76,34.76,34.76,35.485,80,SIA Comdty
17/07/1900,26/03/2025,35.485,35.485,35.4,35.517,52,SIA Comdty
18/07/1900,27/03/2025,36.46,36.71,36.42,36.412,29,SIA Comdty
19/07/1900,28/03/2025,36.425,36.425,36.015,36.13,45,SIA Comdty
20/07/1900,29/03/2025,36.425,36.425,36.015,36.13,45,SIA Comdty
21/07/1900,30/03/2025,36.425,36.425,36.015,36.13,45,SIA Comdty
22/07/1900,31/03/2025,36.305,36.38,35.6,35.973,116,SIA Comdty
23/07/1900,01/04/2025,35.6,35.74,35.6,35.759,120,SIA Comdty
24/07/1900,02/04/2025,35.97,35.99,35.97,36.061,45,SIA Comdty
25/07/1900,03/04/2025,35.565,35.565,33.2,33.298,152,SIA Comdty
26/07/1900,04/04/2025,32.73,32.73,30.685,30.477,187,SIA Comdty
27/07/1900,05/04/2025,32.73,32.73,30.685,30.477,187,SIA Comdty
28/07/1900,06/04/2025,32.73,32.73,30.685,30.477,187,SIA Comdty
29/07/1900,07/04/2025,30,31.5,29.62,30.877,234,SIA Comdty
30/07/1900,08/04/2025,31.61,31.61,31.61,30.94,85,SIA Comdty
31/07/1900,09/04/2025,31.605,32.165,31.605,31.701,119,SIA Comdty
01/08/1900,10/04/2025,32.3,32.4,32.3,32.056,113,SIA Comdty
02/08/1900,11/04/2025,32.535,33.495,32.535,33.274,90,SIA Comdty
03/08/1900,12/04/2025,32.535,33.495,32.535,33.274,90,SIA Comdty
04/08/1900,13/04/2025,32.535,33.495,32.535,33.274,90,SIA Comdty
05/08/1900,14/04/2025,33.245,33.67,33.24,33.534,32,SIA Comdty
06/08/1900,15/04/2025,33.575,33.635,33.575,33.648,20,SIA Comdty
07/08/1900,16/04/2025,33.8,34.14,33.8,34.352,29,SIA Comdty
08/08/1900,17/04/2025,33.8,33.9,33.58,33.85,66,SIA Comdty
09/08/1900,18/04/2025,33.8,33.9,33.58,33.85,66,SIA Comdty
10/08/1900,19/04/2025,33.8,33.9,33.58,33.85,66,SIA Comdty
11/08/1900,20/04/2025,33.8,33.9,33.58,33.85,66,SIA Comdty
12/08/1900,21/04/2025,33.85,33.85,33.85,33.899,166,SIA Comdty
13/08/1900,22/04/2025,34.17,34.45,34.17,34.302,103,SIA Comdty
14/08/1900,23/04/2025,34,34.95,34,34.946,102,SIA Comdty
15/08/1900,24/04/2025,34,34.95,34,34.917,187,SIA Comdty
16/08/1900,25/04/2025,34,34.95,34,34.422,86,SIA Comdty
17/08/1900,26/04/2025,34,34.95,34,34.422,86,SIA Comdty
18/08/1900,27/04/2025,34,34.95,34,34.422,86,SIA Comdty
19/08/1900,28/04/2025,34.43,34.43,34.43,34.423,93,SIA Comdty
20/08/1900,29/04/2025,34.43,34.43,34.43,34.687,202,SIA Comdty
21/08/1900,30/04/2025,33.995,33.995,33.985,33.919,226,SIA Comdty
22/08/1900,01/05/2025,33.315,33.675,33.28,33.523,258,SIA Comdty
23/08/1900,02/05/2025,33.36,33.36,33.26,33.324,138,SIA Comdty
24/08/1900,03/05/2025,33.36,33.36,33.26,33.324,138,SIA Comdty
25/08/1900,04/05/2025,33.36,33.36,33.26,33.324,138,SIA Comdty
26/08/1900,05/05/2025,33.58,33.6,33.555,33.559,157,SIA Comdty
27/08/1900,06/05/2025,34.325,34.48,34.325,34.485,173,SIA Comdty
28/08/1900,07/05/2025,34.3,34.38,33.8,33.916,361,SIA Comdty
29/08/1900,08/05/2025,33.85,34.12,33.725,33.744,370,SIA Comdty
30/08/1900,09/05/2025,33.81,34.035,33.81,34.041,407,SIA Comdty
31/08/1900,10/05/2025,33.81,34.035,33.81,34.041,407,SIA Comdty
01/09/1900,11/05/2025,33.81,34.035,33.81,34.041,407,SIA Comdty
02/09/1900,12/05/2025,34.285,34.285,33.735,33.751,372,SIA Comdty
03/09/1900,13/05/2025,34.315,34.315,33.88,34.233,381,SIA Comdty
04/09/1900,14/05/2025,34.18,34.18,33.5,33.565,53,SIA Comdty
05/09/1900,15/05/2025,33.455,33.455,33.44,33.775,66,SIA Comdty
06/09/1900,16/05/2025,33.46,33.46,33.445,33.451,35,SIA Comdty
07/09/1900,17/05/2025,33.46,33.46,33.445,33.451,35,SIA Comdty
08/09/1900,18/05/2025,33.46,33.46,33.445,33.451,35,SIA Comdty
09/09/1900,19/05/2025,33.6,33.615,33.6,33.607,114,SIA Comdty
10/09/1900,20/05/2025,33.6,33.615,33.6,34.273,17,SIA Comdty
11/09/1900,21/05/2025,34.745,34.765,34.745,34.749,33,SIA Comdty
12/09/1900,22/05/2025,35.01,35.01,34.31,34.312,347,SIA Comdty
13/09/1900,23/05/2025,34.635,34.68,34.635,34.705,35,SIA Comdty
14/09/1900,24/05/2025,34.635,34.68,34.635,34.705,35,SIA Comdty
15/09/1900,25/05/2025,34.635,34.68,34.635,34.705,35,SIA Comdty
16/09/1900,26/05/2025,34.635,34.68,34.635,34.705,35,SIA Comdty
17/09/1900,27/05/2025,34.83,34.83,34.235,34.401,410,SIA Comdty
18/09/1900,28/05/2025,34.5,34.51,34.4,34.254,39,SIA Comdty
19/09/1900,29/05/2025,34.51,34.51,34.39,34.498,108,SIA Comdty
20/09/1900,30/05/2025,34.475,34.475,34.11,34.107,123,SIA Comdty
21/09/1900,31/05/2025,34.475,34.475,34.11,34.107,123,SIA Comdty
22/09/1900,01/06/2025,34.475,34.475,34.11,34.107,123,SIA Comdty
23/09/1900,02/06/2025,35.1,35.99,35.1,35.779,1036,SIA Comdty
24/09/1900,03/06/2025,36,36,35.52,35.754,1034,SIA Comdty
25/09/1900,04/06/2025,35.8,35.8,35.72,35.777,433,SIA Comdty
26/09/1900,05/06/2025,35.76,37.3,35.76,36.946,1372,SIA Comdty
27/09/1900,06/06/2025,37.44,37.59,37.28,37.285,1871,SIA Comdty
28/09/1900,07/06/2025,37.44,37.59,37.28,37.285,1871,SIA Comdty
29/09/1900,08/06/2025,37.44,37.59,37.28,37.285,1871,SIA Comdty
30/09/1900,09/06/2025,37.355,38.125,37.355,37.958,1013,SIA Comdty
01/10/1900,10/06/2025,37.79,38.06,37.655,37.828,350,SIA Comdty
02/10/1900,11/06/2025,37.82,37.875,37.395,37.449,388,SIA Comdty
03/10/1900,12/06/2025,37.68,37.68,37.125,37.448,426,SIA Comdty
04/10/1900,13/06/2025,37.505,37.53,37.385,37.53,187,SIA Comdty
05/10/1900,14/06/2025,37.505,37.53,37.385,37.53,187,SIA Comdty
06/10/1900,15/06/2025,37.505,37.53,37.385,37.53,187,SIA Comdty
07/10/1900,16/06/2025,37.67,37.67,37.53,37.63,54,SIA Comdty
08/10/1900,17/06/2025,38.42,38.42,38.1,38.342,770,SIA Comdty
09/10/1900,18/06/2025,38.5,38.5,37.9,38.115,278,SIA Comdty
10/10/1900,19/06/2025,38.5,38.5,37.9,38.115,278,SIA Comdty
11/10/1900,20/06/2025,37.425,37.57,36.97,37.206,174,SIA Comdty
12/10/1900,21/06/2025,37.425,37.57,36.97,37.206,174,SIA Comdty
13/10/1900,22/06/2025,37.425,37.57,36.97,37.206,174,SIA Comdty
14/10/1900,23/06/2025,37.1,37.415,37.1,37.4,351,SIA Comdty
15/10/1900,24/06/2025,37.065,37.265,36.975,36.943,252,SIA Comdty
16/10/1900,25/06/2025,36.97,37.295,36.885,37.297,332,SIA Comdty
17/10/1900,26/06/2025,37.675,37.79,37.67,37.795,188,SIA Comdty
18/10/1900,27/06/2025,37.545,37.545,36.935,37.232,229,SIA Comdty
19/10/1900,28/06/2025,37.545,37.545,36.935,37.232,229,SIA Comdty
20/10/1900,29/06/2025,37.545,37.545,36.935,37.232,229,SIA Comdty
21/10/1900,30/06/2025,36.595,37.085,36.595,37.021,184,SIA Comdty
22/10/1900,01/07/2025,37.1,37.59,37.1,37.256,385,SIA Comdty
23/10/1900,02/07/2025,37.345,37.63,37.345,37.592,311,SIA Comdty
24/10/1900,03/07/2025,37.7,38.13,37.7,37.97,700,SIA Comdty
25/10/1900,04/07/2025,37.7,38.13,37.7,37.97,700,SIA Comdty
26/10/1900,05/07/2025,37.7,38.13,37.7,37.97,700,SIA Comdty
27/10/1900,06/07/2025,37.7,38.13,37.7,37.97,700,SIA Comdty
28/10/1900,07/07/2025,37.88,37.88,37.295,37.797,458,SIA Comdty
29/10/1900,08/07/2025,37.965,37.965,37.505,37.643,552,SIA Comdty
30/10/1900,09/07/2025,37.745,37.745,37.445,37.524,684,SIA Comdty
31/10/1900,10/07/2025,37.535,38.575,37.51,38.198,804,SIA Comdty
01/11/1900,11/07/2025,38.625,40.1,38.59,39.855,1489,SIA Comdty
02/11/1900,12/07/2025,38.625,40.1,38.59,39.855,1489,SIA Comdty
03/11/1900,13/07/2025,38.625,40.1,38.59,39.855,1489,SIA Comdty
04/11/1900,14/07/2025,39.985,40.375,39.28,39.641,1631,SIA Comdty
05/11/1900,15/07/2025,39.43,39.57,38.82,39.028,945,SIA Comdty
06/11/1900,16/07/2025,38.96,39.205,38.765,39.032,291,SIA Comdty
07/11/1900,17/07/2025,39.13,39.265,38.745,39.218,331,SIA Comdty
08/11/1900,18/07/2025,39.38,39.715,39.31,39.385,296,SIA Comdty
09/11/1900,19/07/2025,39.38,39.715,39.31,39.385,296,SIA Comdty
10/11/1900,20/07/2025,39.38,39.715,39.31,39.385,296,SIA Comdty
11/11/1900,21/07/2025,39.335,40.305,39.335,40.269,496,SIA Comdty
12/11/1900,22/07/2025,40.1,40.525,40.05,40.508,614,SIA Comdty
13/11/1900,23/07/2025,40.605,40.855,40.36,40.458,557,SIA Comdty
14/11/1900,24/07/2025,40.55,40.55,39.885,40.177,974,SIA Comdty
15/11/1900,25/07/2025,40.28,40.285,39.065,39.309,735,SIA Comdty
16/11/1900,26/07/2025,40.28,40.285,39.065,39.309,735,SIA Comdty
17/11/1900,27/07/2025,40.28,40.285,39.065,39.309,735,SIA Comdty
18/11/1900,28/07/2025,39.26,39.4,39.145,39.169,502,SIA Comdty
19/11/1900,29/07/2025,39.255,39.42,39.085,39.238,612,SIA Comdty
20/11/1900,30/07/2025,39.285,39.285,37.945,38.682,1603,SIA Comdty
21/11/1900,31/07/2025,38.055,38.15,37.29,37.64,722,SIA Comdty
22/11/1900,01/08/2025,37.525,38.115,37.415,37.839,1403,SIA Comdty
23/11/1900,02/08/2025,37.525,38.115,37.415,37.839,1403,SIA Comdty
24/11/1900,03/08/2025,37.525,38.115,37.415,37.839,1403,SIA Comdty
25/11/1900,04/08/2025,37.8,38.385,37.8,38.251,822,SIA Comdty
26/11/1900,05/08/2025,38.355,38.82,38.27,38.756,754,SIA Comdty
27/11/1900,06/08/2025,38.775,38.91,38.625,38.831,729,SIA Comdty
28/11/1900,07/08/2025,38.9,39.655,38.9,39.258,2773,SIA Comdty
29/11/1900,08/08/2025,39.53,39.785,39.35,39.529,2495,SIA Comdty
30/11/1900,09/08/2025,39.53,39.785,39.35,39.529,2495,SIA Comdty
01/12/1900,10/08/2025,39.53,39.785,39.35,39.529,2495,SIA Comdty
02/12/1900,11/08/2025,39.2,39.32,38.6,38.756,3443,SIA Comdty
03/12/1900,12/08/2025,38.78,39,38.615,38.97,2361,SIA Comdty
04/12/1900,13/08/2025,38.92,39.645,38.86,39.582,2280,SIA Comdty
05/12/1900,14/08/2025,39.63,39.74,38.87,39.032,971,SIA Comdty
06/12/1900,15/08/2025,38.945,39.06,38.7,38.933,381,SIA Comdty
07/12/1900,16/08/2025,38.945,39.06,38.7,38.933,381,SIA Comdty
08/12/1900,17/08/2025,38.945,39.06,38.7,38.933,381,SIA Comdty
09/12/1900,18/08/2025,38.895,39.26,38.895,38.994,449,SIA Comdty
10/12/1900,19/08/2025,39.03,39.085,38.19,38.277,930,SIA Comdty
11/12/1900,20/08/2025,38.235,38.84,37.9,38.711,2329,SIA Comdty
12/12/1900,21/08/2025,38.825,39.135,38.525,39.031,1702,SIA Comdty
13/12/1900,22/08/2025,39.05,40.04,38.62,40.009,1966,SIA Comdty
14/12/1900,23/08/2025,39.05,40.04,38.62,40.009,1966,SIA Comdty
15/12/1900,24/08/2025,39.05,40.04,38.62,40.009,1966,SIA Comdty
16/12/1900,25/08/2025,39.855,39.885,39.485,39.667,943,SIA Comdty
17/12/1900,26/08/2025,39.46,39.8,39.36,39.569,1840,SIA Comdty
